url,srcFileName,ignoredMappings,ignoredElements,RMD_TP_raw_abstractMapping,RMD_TP_abstractMapping,RMD_FP_abstractMapping,RMD_FN_abstractMapping,RMD_TP_raw_programElement,RMD_TP_programElement,RMD_FP_programElement,RMD_FN_programElement,GTG_TP_raw_abstractMapping,GTG_TP_abstractMapping,GTG_FP_abstractMapping,GTG_FN_abstractMapping,GTG_TP_raw_programElement,GTG_TP_programElement,GTG_FP_programElement,GTG_FN_programElement,GTS_TP_raw_abstractMapping,GTS_TP_abstractMapping,GTS_FP_abstractMapping,GTS_FN_abstractMapping,GTS_TP_raw_programElement,GTS_TP_programElement,GTS_FP_programElement,GTS_FN_programElement,IJM_TP_raw_abstractMapping,IJM_TP_abstractMapping,IJM_FP_abstractMapping,IJM_FN_abstractMapping,IJM_TP_raw_programElement,IJM_TP_programElement,IJM_FP_programElement,IJM_FN_programElement,MTD_TP_raw_abstractMapping,MTD_TP_abstractMapping,MTD_FP_abstractMapping,MTD_FN_abstractMapping,MTD_TP_raw_programElement,MTD_TP_programElement,MTD_FP_programElement,MTD_FN_programElement,GT2_TP_raw_abstractMapping,GT2_TP_abstractMapping,GT2_FP_abstractMapping,GT2_FN_abstractMapping,GT2_TP_raw_programElement,GT2_TP_programElement,GT2_FP_programElement,GT2_FN_programElement
Closure/commit/57,src_com_google_javascript_jscomp_ClosureCodingConvention,162,25,177,15,0,0,27,2,0,0,177,15,0,0,27,2,0,0,177,15,0,0,27,2,0,0,177,15,0,0,27,2,0,0,177,15,0,0,27,2,0,0,177,15,0,0,27,2,0,0
Closure/commit/58,src_com_google_javascript_jscomp_LiveVariablesAnalysis,74,24,142,68,0,0,26,2,0,0,142,68,0,0,26,2,0,0,142,68,0,0,26,2,0,0,142,68,0,0,26,2,0,0,141,67,1,1,26,2,0,0,142,68,0,0,26,2,0,0
Closure/commit/59,src_com_google_javascript_jscomp_Compiler,915,207,949,34,0,0,209,2,0,0,949,34,0,0,209,2,0,0,949,34,0,0,209,2,0,0,949,34,0,0,209,2,0,0,949,34,0,0,209,2,0,0,949,34,0,0,209,2,0,0
Closure/commit/6,src_com_google_javascript_jscomp_TypeValidator,266,57,285,19,0,0,60,3,0,0,281,15,4,4,60,3,0,0,279,13,6,6,60,3,0,0,280,14,4,5,60,3,0,0,285,19,0,0,60,3,0,0,278,12,5,7,60,3,0,0
Closure/commit/60,src_com_google_javascript_jscomp_NodeUtil,1498,188,1562,64,0,0,191,3,0,0,1560,62,2,2,191,3,0,0,1561,63,1,1,191,3,0,0,1559,61,2,3,191,3,0,0,1557,59,5,5,191,3,0,0,1560,62,1,2,191,3,0,0
Closure/commit/61,src_com_google_javascript_jscomp_NodeUtil,1522,189,1555,33,0,0,191,2,0,0,1555,33,0,0,191,2,0,0,1555,33,0,0,191,2,0,0,1555,33,0,0,191,2,0,0,1555,33,0,0,191,2,0,0,1555,33,0,0,191,2,0,0
Closure/commit/62,src_com_google_javascript_jscomp_LightweightMessageFormatter,57,11,90,33,0,0,13,2,0,0,90,33,0,0,13,2,0,0,90,33,0,0,13,2,0,0,90,33,0,0,13,2,0,0,90,33,0,0,13,2,0,0,90,33,0,0,13,2,0,0
Closure/commit/64,src_com_google_javascript_jscomp_Compiler,878,201,925,47,0,0,206,5,0,0,925,47,0,0,206,5,0,0,925,47,0,0,206,5,0,0,925,47,0,0,206,5,0,0,925,47,0,0,206,5,0,0,925,47,0,0,206,5,0,0
Closure/commit/65,src_com_google_javascript_jscomp_CodeGenerator,723,39,786,63,0,0,41,2,0,0,786,63,0,0,41,2,0,0,786,63,0,0,41,2,0,0,786,63,0,0,41,2,0,0,786,63,0,0,41,2,0,0,786,63,0,0,41,2,0,0
Closure/commit/66,src_com_google_javascript_jscomp_TypeCheck,641,87,914,273,0,0,89,2,0,0,876,235,0,38,89,2,0,0,914,273,0,0,89,2,0,0,914,273,0,0,89,2,0,0,912,271,2,2,89,2,0,0,914,273,0,0,89,2,0,0
Closure/commit/67,src_com_google_javascript_jscomp_AnalyzePrototypeProperties,253,84,265,12,0,0,87,3,0,0,265,12,0,0,87,3,0,0,265,12,0,0,87,3,0,0,265,12,0,0,87,3,0,0,265,12,0,0,87,3,0,0,265,12,0,0,87,3,0,0
Closure/commit/68,src_com_google_javascript_jscomp_parsing_JsDocInfoParser,706,85,1325,619,0,0,89,4,0,0,1323,617,0,2,89,4,0,0,1325,619,0,0,89,4,0,0,1325,619,0,0,89,4,0,0,1323,617,0,2,89,4,0,0,1325,619,0,0,89,4,0,0
Closure/commit/69,src_com_google_javascript_jscomp_TypeCheck,886,87,911,25,0,0,89,2,0,0,911,25,0,0,89,2,0,0,911,25,0,0,89,2,0,0,911,25,0,0,89,2,0,0,911,25,0,0,89,2,0,0,911,25,0,0,89,2,0,0
Closure/commit/7,src_com_google_javascript_jscomp_type_ChainableReverseAbstractInterpreter,259,88,265,6,0,0,91,3,0,0,264,5,1,1,91,3,0,0,264,5,1,1,91,3,0,0,264,5,0,1,91,3,0,0,264,5,1,1,91,3,0,0,264,5,0,1,91,3,0,0
Closure/commit/70,src_com_google_javascript_jscomp_TypedScopeCreator,833,91,851,18,0,0,94,3,0,0,851,18,0,0,94,3,0,0,851,18,0,0,94,3,0,0,851,18,0,0,94,3,0,0,851,18,0,0,94,3,0,0,851,18,0,0,94,3,0,0
Closure/commit/71,src_com_google_javascript_jscomp_CheckAccessControls,227,39,274,47,0,0,41,2,0,0,274,47,0,0,41,2,0,0,274,47,0,0,41,2,0,0,274,47,0,0,41,2,0,0,274,47,0,0,41,2,0,0,274,47,0,0,41,2,0,0
Closure/commit/72,src_com_google_javascript_jscomp_FunctionToBlockMutator,161,18,164,3,0,0,20,2,0,0,164,3,0,0,20,2,0,0,164,3,0,0,20,2,0,0,164,3,0,0,20,2,0,0,164,3,0,0,20,2,0,0,164,3,0,0,20,2,0,0
Closure/commit/72,src_com_google_javascript_jscomp_RenameLabels,61,25,82,21,0,0,28,3,0,0,82,21,0,0,28,3,0,0,82,21,0,0,28,3,0,0,82,21,0,0,28,3,0,0,82,21,0,0,28,3,0,0,82,21,0,0,28,3,0,0
Closure/commit/73,src_com_google_javascript_jscomp_CodeGenerator,713,37,776,63,0,0,39,2,0,0,776,63,0,0,39,2,0,0,776,63,0,0,39,2,0,0,776,63,0,0,39,2,0,0,776,63,0,0,39,2,0,0,776,63,0,0,39,2,0,0
Closure/commit/74,src_com_google_javascript_jscomp_PeepholeFoldConstants,999,42,1140,141,0,0,44,2,0,0,1140,141,0,0,44,2,0,0,1138,139,0,2,44,2,0,0,1140,141,0,0,44,2,0,0,1140,141,0,0,43,1,1,1,1140,141,0,0,44,2,0,0
Closure/commit/75,src_com_google_javascript_jscomp_NodeUtil,1518,184,1555,37,2,2,187,3,0,0,1557,39,0,0,187,3,0,0,1557,39,0,0,187,3,0,0,1557,39,0,0,187,3,0,0,1557,39,0,0,187,3,0,0,1557,39,0,0,187,3,0,0
Closure/commit/76,src_com_google_javascript_jscomp_DeadAssignmentsElimination,137,14,184,47,0,1,17,3,0,0,181,44,2,4,17,3,0,0,181,44,4,4,17,3,0,0,182,45,4,3,17,3,0,0,180,43,1,5,17,3,0,0,182,45,4,3,17,3,0,0
Closure/commit/77,src_com_google_javascript_jscomp_CodeGenerator,684,35,744,60,0,0,37,2,0,0,744,60,0,0,37,2,0,0,744,60,0,0,37,2,0,0,736,52,8,8,37,2,0,0,738,54,6,6,37,2,0,0,744,60,0,0,37,2,0,0
Closure/commit/78,src_com_google_javascript_jscomp_PeepholeFoldConstants,1026,41,1088,62,0,0,43,2,0,0,1088,62,0,0,43,2,0,0,1088,62,0,0,43,2,0,0,1088,62,0,0,43,2,0,0,1088,62,0,0,43,2,0,0,1088,62,0,0,43,2,0,0
Closure/commit/79,src_com_google_javascript_jscomp_VarCheck,106,21,113,7,0,0,23,2,0,0,113,7,0,0,23,2,0,0,113,7,0,0,23,2,0,0,113,7,0,0,23,2,0,0,113,7,0,0,23,2,0,0,113,7,0,0,23,2,0,0
Closure/commit/79,src_com_google_javascript_jscomp_Normalize,321,48,333,12,0,0,50,2,0,0,333,12,0,0,50,2,0,0,333,12,0,0,50,2,0,0,333,12,0,0,50,2,0,0,333,12,0,0,50,2,0,0,333,12,0,0,50,2,0,0
Closure/commit/8,src_com_google_javascript_jscomp_CollapseVariableDeclarations,79,14,90,11,0,0,17,3,0,0,90,11,0,0,17,3,0,0,90,11,0,0,17,3,0,0,90,11,0,0,17,3,0,0,90,11,0,0,17,3,0,0,90,11,0,0,17,3,0,0
Closure/commit/80,src_com_google_javascript_jscomp_NodeUtil,1497,184,1556,59,0,0,187,3,0,0,1556,59,0,0,187,3,0,0,1556,59,0,0,187,3,0,0,1555,58,1,1,187,3,0,0,1555,58,1,1,187,3,0,0,1556,59,0,0,187,3,0,0
Closure/commit/81,src_com_google_javascript_jscomp_parsing_IRFactory,768,82,801,33,0,0,85,3,0,0,801,33,0,0,85,3,0,0,801,33,0,0,85,3,0,0,801,33,0,0,85,3,0,0,801,33,0,0,85,3,0,0,801,33,0,0,85,3,0,0
Closure/commit/82,src_com_google_javascript_rhino_jstype_JSType,328,102,330,2,0,0,104,2,0,0,330,2,0,0,104,2,0,0,330,2,0,0,104,2,0,0,330,2,0,0,104,2,0,0,330,2,0,0,104,2,0,0,330,2,0,0,104,2,0,0
Closure/commit/83,src_com_google_javascript_jscomp_CommandLineRunner,107,57,125,18,0,0,61,4,0,0,124,17,0,1,61,4,0,0,125,18,0,0,61,4,0,0,125,18,0,0,61,4,0,0,124,17,0,1,61,4,0,0,124,17,0,1,61,4,0,0
Closure/commit/84,src_com_google_javascript_jscomp_parsing_IRFactory,749,77,765,16,0,0,81,4,0,0,765,16,0,0,81,4,0,0,765,16,0,0,81,4,0,0,764,15,0,1,81,4,0,0,765,16,0,0,80,3,1,1,765,16,0,0,81,4,0,0
Closure/commit/85,src_com_google_javascript_jscomp_UnreachableCodeElimination,55,11,84,29,0,0,14,3,0,0,84,29,0,0,14,3,0,0,84,29,0,0,14,3,0,0,83,28,0,1,14,3,0,0,84,29,0,0,14,3,0,0,84,29,0,0,14,3,0,0
Closure/commit/86,src_com_google_javascript_jscomp_NodeUtil,1239,153,1277,38,3,3,155,2,0,0,1280,41,0,0,155,2,0,0,1280,41,0,0,155,2,0,0,1280,41,0,0,155,2,0,0,1280,41,0,0,155,2,0,0,1280,41,0,0,155,2,0,0
Closure/commit/87,src_com_google_javascript_jscomp_PeepholeSubstituteAlternateSyntax,557,33,565,8,0,0,35,2,0,0,559,2,0,6,34,1,0,1,565,8,0,0,35,2,0,0,560,3,4,5,35,2,0,0,559,2,6,6,35,2,0,0,563,6,1,2,35,2,0,0
Closure/commit/88,src_com_google_javascript_jscomp_DeadAssignmentsElimination,142,14,159,17,0,0,16,2,0,0,159,17,0,0,16,2,0,0,158,16,0,1,16,2,0,0,156,14,3,3,16,2,0,0,159,17,0,0,16,2,0,0,159,17,0,0,16,2,0,0
Closure/commit/89,src_com_google_javascript_jscomp_CollapseProperties,315,30,339,24,0,0,32,2,0,0,339,24,0,0,32,2,0,0,339,24,0,0,32,2,0,0,339,24,0,0,32,2,0,0,339,24,0,0,32,2,0,0,339,24,0,0,32,2,0,0
Closure/commit/89,src_com_google_javascript_jscomp_GlobalNamespace,512,85,530,18,0,0,88,3,0,0,530,18,0,0,88,3,0,0,530,18,0,0,88,3,0,0,530,18,0,0,88,3,0,0,530,18,0,0,88,3,0,0,530,18,0,0,88,3,0,0
Closure/commit/9,src_com_google_javascript_jscomp_ProcessCommonJSModules,87,27,107,20,0,0,31,4,0,0,107,20,0,0,31,4,0,0,107,20,0,0,31,4,0,0,107,20,0,0,31,4,0,0,107,20,0,0,31,4,0,0,107,20,0,0,31,4,0,0
Closure/commit/90,src_com_google_javascript_rhino_jstype_FunctionType,409,64,433,24,0,0,66,2,0,0,433,24,0,0,66,2,0,0,433,24,0,0,66,2,0,0,433,24,0,0,66,2,0,0,433,24,0,0,66,2,0,0,433,24,0,0,66,2,0,0
Closure/commit/90,src_com_google_javascript_jscomp_FunctionTypeBuilder,317,52,323,6,0,0,55,3,0,0,323,6,0,0,55,3,0,0,323,6,0,0,55,3,0,0,323,6,0,0,55,3,0,0,323,6,0,0,55,3,0,0,323,6,0,0,55,3,0,0
Closure/commit/91,src_com_google_javascript_jscomp_CheckGlobalThis,31,8,62,31,0,0,10,2,0,0,62,31,0,0,10,2,0,0,62,31,0,0,10,2,0,0,62,31,0,0,10,2,0,0,61,30,1,1,10,2,0,0,62,31,0,0,10,2,0,0
Closure/commit/92,src_com_google_javascript_jscomp_ProcessClosurePrimitives,401,60,447,46,0,0,63,3,0,0,447,46,0,0,63,3,0,0,447,46,0,0,63,3,0,0,447,46,0,0,63,3,0,0,447,46,0,0,63,3,0,0,447,46,0,0,63,3,0,0
Closure/commit/94,src_com_google_javascript_jscomp_NodeUtil,1142,141,1162,20,0,0,143,2,0,0,1162,20,0,0,143,2,0,0,1162,20,0,0,143,2,0,0,1162,20,0,0,143,2,0,0,1160,18,2,2,143,2,0,0,1162,20,0,0,143,2,0,0
Closure/commit/95,src_com_google_javascript_jscomp_TypedScopeCreator,667,81,705,38,0,0,84,3,0,0,705,38,0,0,84,3,0,0,705,38,0,0,84,3,0,0,705,38,0,0,84,3,0,0,705,38,0,0,84,3,0,0,705,38,0,0,84,3,0,0
Closure/commit/96,src_com_google_javascript_jscomp_TypeCheck,804,82,823,19,0,0,84,2,0,0,823,19,0,0,84,2,0,0,823,19,0,0,84,2,0,0,823,19,0,0,84,2,0,0,823,19,0,0,84,2,0,0,823,19,0,0,84,2,0,0
Closure/commit/97,src_com_google_javascript_jscomp_PeepholeFoldConstants,734,26,775,41,0,0,28,2,0,0,775,41,0,0,28,2,0,0,775,41,0,0,28,2,0,0,775,41,0,0,28,2,0,0,775,41,0,0,28,2,0,0,775,41,0,0,28,2,0,0
Closure/commit/98,src_com_google_javascript_jscomp_ReferenceCollectingCallback,203,59,212,9,0,0,64,5,0,0,212,9,0,0,64,5,0,0,212,9,0,0,64,5,0,0,211,8,0,1,64,5,0,0,212,9,0,0,64,5,0,0,211,8,0,1,64,5,0,0
Closure/commit/99,src_com_google_javascript_jscomp_CheckGlobalThis,31,8,59,28,0,0,10,2,0,0,58,27,1,1,10,2,0,0,57,26,1,2,10,2,0,0,58,27,1,1,10,2,0,0,56,25,3,3,10,2,0,0,58,27,1,1,10,2,0,0
Codec/commit/1,src_java_org_apache_commons_codec_language_Caverphone,11,4,75,64,0,0,6,2,0,0,75,64,0,0,6,2,0,0,75,64,0,0,6,2,0,0,75,64,0,0,6,2,0,0,75,64,0,0,6,2,0,0,75,64,0,0,6,2,0,0
Codec/commit/1,src_java_org_apache_commons_codec_language_SoundexUtils,14,2,30,16,0,0,4,2,0,0,30,16,0,0,4,2,0,0,30,16,0,0,4,2,0,0,30,16,0,0,4,2,0,0,30,16,0,0,4,2,0,0,30,16,0,0,4,2,0,0
Codec/commit/1,src_java_org_apache_commons_codec_language_Metaphone,38,15,244,206,0,0,17,2,0,0,244,206,0,0,17,2,0,0,244,206,0,0,17,2,0,0,244,206,0,0,17,2,0,0,244,206,0,0,17,2,0,0,244,206,0,0,17,2,0,0
Codec/commit/10,src_java_org_apache_commons_codec_language_Caverphone,11,4,75,64,0,0,6,2,0,0,75,64,0,0,6,2,0,0,75,64,0,0,6,2,0,0,75,64,0,0,6,2,0,0,75,64,0,0,6,2,0,0,75,64,0,0,6,2,0,0
Codec/commit/12,src_main_java_org_apache_commons_codec_binary_BaseNCodecInputStream,44,7,44,0,0,0,8,1,0,0,44,0,0,0,8,1,0,0,44,0,0,0,8,1,0,0,44,0,0,0,8,1,0,0,44,0,0,0,8,1,0,0,44,0,0,0,8,1,0,0
Codec/commit/13,src_main_java_org_apache_commons_codec_binary_StringUtils,51,17,51,0,0,0,18,1,0,0,51,0,0,0,18,1,0,0,51,0,0,0,18,1,0,0,51,0,0,0,18,1,0,0,51,0,0,0,18,1,0,0,51,0,0,0,18,1,0,0
Codec/commit/13,src_main_java_org_apache_commons_codec_language_DoubleMetaphone,613,59,615,2,0,0,61,2,0,0,615,2,0,0,61,2,0,0,615,2,0,0,61,2,0,0,615,2,0,0,61,2,0,0,615,2,0,0,61,2,0,0,615,2,0,0,61,2,0,0
Codec/commit/14,src_main_java_org_apache_commons_codec_language_bm_Lang,71,14,75,4,0,0,16,2,0,0,75,4,0,0,16,2,0,0,75,4,0,0,15,1,0,1,75,4,0,0,16,2,0,0,75,4,0,0,16,2,0,0,75,4,0,0,16,2,0,0
Codec/commit/14,src_main_java_org_apache_commons_codec_language_bm_Rule,300,63,322,22,0,0,66,3,0,0,322,22,0,0,66,3,0,0,322,22,0,0,66,3,0,0,322,22,0,0,66,3,0,0,322,22,0,0,66,3,0,0,322,22,0,0,66,3,0,0
Codec/commit/14,src_main_java_org_apache_commons_codec_language_bm_PhoneticEngine,170,38,196,26,0,0,40,2,0,0,196,26,0,0,40,2,0,0,196,26,0,0,40,2,0,0,196,26,1,0,40,2,0,0,195,25,2,1,40,2,0,0,196,26,1,0,40,2,0,0
Codec/commit/16,src_main_java_org_apache_commons_codec_binary_Base32,198,24,198,0,0,0,26,2,0,0,198,0,0,0,26,2,0,0,198,0,0,0,26,2,0,0,198,0,0,0,26,2,0,0,198,0,0,0,26,2,0,0,198,0,0,0,26,2,0,0
Codec/commit/17,src_main_java_org_apache_commons_codec_binary_StringUtils,67,19,69,2,0,0,21,2,0,0,69,2,0,0,21,2,0,0,69,2,0,0,21,2,0,0,69,2,0,0,21,2,0,0,69,2,0,0,21,2,0,0,69,2,0,0,21,2,0,0
Codec/commit/2,src_java_org_apache_commons_codec_binary_Base64,247,51,302,55,0,0,53,2,0,0,302,55,0,0,53,2,0,0,302,55,0,0,53,2,0,0,302,55,0,0,53,2,0,0,302,55,0,0,53,2,0,0,302,55,0,0,53,2,0,0
Codec/commit/3,src_java_org_apache_commons_codec_language_DoubleMetaphone,581,65,627,46,0,0,67,2,0,0,627,46,0,0,67,2,0,0,627,46,0,0,67,2,0,0,627,46,0,0,67,2,0,0,627,46,0,0,67,2,0,0,627,46,0,0,67,2,0,0
Codec/commit/4,src_java_org_apache_commons_codec_binary_Base64,324,60,326,2,0,0,62,2,0,0,326,2,0,0,62,2,0,0,326,2,0,0,62,2,0,0,326,2,0,0,62,2,0,0,326,2,0,0,62,2,0,0,326,2,0,0,62,2,0,0
Codec/commit/5,src_java_org_apache_commons_codec_binary_Base64,284,61,326,42,0,0,63,2,0,0,326,42,0,0,63,2,0,0,326,42,0,0,63,2,0,0,326,42,0,0,63,2,0,0,326,42,0,0,63,2,0,0,326,42,0,0,63,2,0,0
Codec/commit/6,src_java_org_apache_commons_codec_binary_Base64InputStream,21,8,48,27,0,0,10,2,0,0,46,25,1,2,10,2,0,0,46,25,1,2,10,2,0,0,46,25,1,2,10,2,0,0,48,27,0,0,10,2,0,0,46,25,1,2,10,2,0,0
Codec/commit/7,src_java_org_apache_commons_codec_binary_Base64,327,61,329,2,0,0,63,2,0,0,329,2,0,0,63,2,0,0,329,2,0,0,63,2,0,0,329,2,0,0,63,2,0,0,329,2,0,0,63,2,0,0,329,2,0,0,63,2,0,0
Codec/commit/8,src_java_org_apache_commons_codec_binary_Base64,308,61,308,0,0,0,62,1,0,0,308,0,0,0,62,1,0,0,308,0,0,0,62,1,0,0,308,0,0,0,62,1,0,0,308,0,0,0,62,1,0,0,308,0,0,0,62,1,0,0
Codec/commit/8,src_java_org_apache_commons_codec_binary_Base64InputStream,21,8,49,28,0,0,10,2,0,0,49,28,0,0,10,2,0,0,49,28,0,0,10,2,0,0,49,28,0,0,10,2,0,0,49,28,0,0,10,2,0,0,49,28,0,0,10,2,0,0
Codec/commit/9,src_java_org_apache_commons_codec_binary_Base64,302,62,312,10,0,0,64,2,0,0,312,10,0,0,64,2,0,0,311,9,0,1,64,2,0,0,312,10,0,0,64,2,0,0,312,10,0,0,64,2,0,0,312,10,0,0,64,2,0,0
Collections/commit/25,src_main_java_org_apache_commons_collections4_IteratorUtils,324,72,330,6,0,0,76,4,0,0,330,6,0,0,76,4,0,0,330,6,0,0,76,4,0,0,330,6,0,0,76,4,0,0,330,6,0,0,76,4,0,0,330,6,0,0,76,4,0,0
Collections/commit/26,src_main_java_org_apache_commons_collections4_keyvalue_MultiKey,48,16,51,3,0,0,18,2,0,0,51,3,0,0,18,2,0,0,51,3,0,0,18,2,0,0,51,3,0,0,18,2,0,0,51,3,0,0,18,2,0,0,51,3,0,0,18,2,0,0
Collections/commit/27,src_main_java_org_apache_commons_collections4_map_MultiValueMap,168,46,168,0,0,0,48,2,0,0,168,0,0,0,48,2,0,0,168,0,0,0,48,2,0,0,168,0,0,0,48,2,0,0,168,0,0,0,48,2,0,0,168,0,0,0,48,2,0,0
Collections/commit/28,src_main_java_org_apache_commons_collections4_trie_AbstractPatriciaTrie,1141,214,1141,0,0,0,216,2,0,0,1141,0,0,0,216,2,0,0,1141,0,0,0,216,2,0,0,1141,0,0,0,216,2,0,0,1141,0,0,0,215,1,1,1,1141,0,0,0,216,2,0,0
Compress/commit/1,src_main_java_org_apache_commons_compress_archivers_cpio_CpioArchiveOutputStream,189,26,194,5,0,0,28,2,0,0,194,5,0,0,28,2,0,0,194,5,0,0,28,2,0,0,194,5,0,0,28,2,0,0,194,5,0,0,28,2,0,0,194,5,0,0,28,2,0,0
Compress/commit/10,src_main_java_org_apache_commons_compress_archivers_zip_ZipFile,308,65,340,32,0,0,67,2,0,0,340,32,0,0,67,2,0,0,340,32,0,0,67,2,0,0,340,32,0,0,67,2,0,0,340,32,0,0,67,2,0,0,340,32,0,0,67,2,0,0
Compress/commit/11,src_main_java_org_apache_commons_compress_archivers_ArchiveStreamFactory,49,8,97,48,0,0,10,2,0,0,97,48,0,0,10,2,0,0,97,48,0,0,10,2,0,0,97,48,0,0,10,2,0,0,97,48,0,0,10,2,0,0,97,48,0,0,10,2,0,0
Compress/commit/12,src_main_java_org_apache_commons_compress_archivers_tar_TarArchiveInputStream,201,30,248,47,0,0,32,2,0,0,248,47,0,0,32,2,0,0,248,47,0,0,32,2,0,0,248,47,0,0,32,2,0,0,248,47,0,0,32,2,0,0,248,47,0,0,32,2,0,0
Compress/commit/13,src_main_java_org_apache_commons_compress_archivers_zip_ZipArchiveEntry,226,56,228,2,0,0,58,2,0,0,227,1,0,1,57,1,0,1,228,2,0,0,58,2,0,0,227,1,0,1,58,2,0,0,228,2,0,0,58,2,0,0,227,1,0,1,58,2,0,0
Compress/commit/14,src_main_java_org_apache_commons_compress_archivers_tar_TarUtils,96,13,132,36,0,0,15,2,0,0,131,35,0,1,15,2,0,0,132,36,0,0,15,2,0,0,130,34,2,2,15,2,0,0,132,36,0,0,15,2,0,0,130,34,2,2,15,2,0,0
Compress/commit/15,src_main_java_org_apache_commons_compress_archivers_zip_ZipArchiveEntry,202,56,227,25,0,0,58,2,0,0,225,23,0,2,58,2,0,0,223,21,0,4,58,2,0,0,225,23,0,2,58,2,0,0,225,23,0,2,58,2,0,0,224,22,0,3,58,2,0,0
Compress/commit/16,src_main_java_org_apache_commons_compress_archivers_ArchiveStreamFactory,49,8,98,49,0,0,10,2,0,0,98,49,0,0,10,2,0,0,98,49,0,0,10,2,0,0,98,49,0,0,10,2,0,0,98,49,0,0,10,2,0,0,98,49,0,0,10,2,0,0
Compress/commit/17,src_main_java_org_apache_commons_compress_archivers_tar_TarUtils,205,25,240,35,0,0,27,2,0,0,240,35,0,0,27,2,0,0,240,35,0,0,27,2,0,0,239,34,0,1,27,2,0,0,239,34,1,1,27,2,0,0,239,34,0,1,27,2,0,0
Compress/commit/18,src_main_java_org_apache_commons_compress_archivers_tar_TarArchiveOutputStream,199,48,224,25,0,0,50,2,0,0,224,25,0,0,50,2,0,0,224,25,0,0,50,2,0,0,224,25,0,0,50,2,0,0,224,25,0,0,50,2,0,0,224,25,0,0,50,2,0,0
Compress/commit/19,src_main_java_org_apache_commons_compress_archivers_zip_Zip64ExtendedInformationExtraField,101,25,125,24,0,0,27,2,0,0,125,24,0,0,27,2,0,0,125,24,0,0,27,2,0,0,125,24,0,0,27,2,0,0,125,24,0,0,27,2,0,0,125,24,0,0,27,2,0,0
Compress/commit/2,src_main_java_org_apache_commons_compress_archivers_ar_ArArchiveInputStream,36,7,90,54,0,1,12,5,0,0,90,54,1,1,12,5,0,0,90,54,0,1,11,4,0,1,90,54,2,1,12,5,0,0,89,53,2,2,12,5,0,0,88,52,3,3,12,5,0,0
Compress/commit/20,src_main_java_org_apache_commons_compress_archivers_cpio_CpioArchiveInputStream,189,28,262,73,0,0,32,4,0,0,262,73,0,0,32,4,0,0,262,73,0,0,32,4,0,0,262,73,0,0,32,4,0,0,262,73,0,0,32,4,0,0,262,73,0,0,32,4,0,0
Compress/commit/21,src_main_java_org_apache_commons_compress_archivers_sevenz_SevenZOutputFile,414,46,428,14,0,0,48,2,0,0,428,14,0,0,48,2,0,0,428,14,0,0,48,2,0,0,428,14,0,0,48,2,0,0,428,14,0,0,48,2,0,0,428,14,0,0,48,2,0,0
Compress/commit/22,src_main_java_org_apache_commons_compress_compressors_bzip2_BZip2CompressorInputStream,542,71,624,82,0,0,78,7,0,0,624,82,0,0,78,7,0,0,624,82,0,0,78,7,0,0,624,82,0,0,78,7,0,0,624,82,0,0,78,7,0,0,624,82,0,0,78,7,0,0
Compress/commit/23,src_main_java_org_apache_commons_compress_archivers_sevenz_Coders,114,32,123,9,0,1,35,3,0,0,124,10,0,0,35,3,0,0,124,10,0,0,35,3,0,0,124,10,0,0,35,3,0,0,124,10,0,0,35,3,0,0,124,10,0,0,35,3,0,0
Compress/commit/24,src_main_java_org_apache_commons_compress_archivers_tar_TarUtils,205,25,237,32,0,0,27,2,0,0,235,30,0,2,27,2,0,0,235,30,0,2,27,2,0,0,237,32,1,0,27,2,0,0,235,30,0,2,27,2,0,0,237,32,1,0,27,2,0,0
Compress/commit/25,src_main_java_org_apache_commons_compress_archivers_zip_ZipArchiveInputStream,471,72,476,5,0,0,74,2,0,0,476,5,0,0,74,2,0,0,476,5,0,0,74,2,0,0,476,5,0,0,74,2,0,0,476,5,0,0,74,2,0,0,476,5,0,0,74,2,0,0
Compress/commit/26,src_main_java_org_apache_commons_compress_utils_IOUtils,38,9,48,10,0,0,11,2,0,0,48,10,0,0,11,2,0,0,48,10,0,0,11,2,0,0,48,10,0,0,11,2,0,0,48,10,0,0,11,2,0,0,48,10,0,0,11,2,0,0
Compress/commit/27,src_main_java_org_apache_commons_compress_archivers_tar_TarUtils,205,25,235,30,0,0,27,2,0,0,235,30,0,0,27,2,0,0,235,30,0,0,27,2,0,0,235,30,0,0,27,2,0,0,235,30,0,0,27,2,0,0,235,30,0,0,27,2,0,0
Compress/commit/28,src_main_java_org_apache_commons_compress_archivers_tar_TarArchiveInputStream,260,40,277,17,0,0,42,2,0,0,277,17,0,0,42,2,0,0,277,17,0,0,42,2,0,0,277,17,0,0,42,2,0,0,277,17,0,0,42,2,0,0,276,16,1,1,42,2,0,0
Compress/commit/29,src_main_java_org_apache_commons_compress_archivers_dump_DumpArchiveInputStream,221,29,246,25,0,0,32,3,0,0,246,25,0,0,32,3,0,0,246,25,0,0,32,3,0,0,246,25,0,0,32,3,0,0,246,25,0,0,32,3,0,0,246,25,0,0,32,3,0,0
Compress/commit/29,src_main_java_org_apache_commons_compress_archivers_zip_ZipArchiveInputStream,471,72,477,6,0,0,74,2,0,0,477,6,0,0,74,2,0,0,477,6,0,0,74,2,0,0,477,6,0,0,74,2,0,0,477,6,0,0,74,2,0,0,477,6,0,0,74,2,0,0
