Compress/commit/29	20	0	4607	4587	0	0
Closure/commit/45	6	2	978	974	0	0
Closure/commit/46	0	16	281	297	0	0
Compress/commit/28	4	1	692	689	0	0
Closure/commit/54	12	3	2883	2874	0	0
Closure/commit/52	1	1	1210	1210	0	0
Closure/commit/154	26	19	2587	2580	0	0
Closure/commit/53	4	0	443	439	0	0
Closure/commit/50	6	1	650	645	0	0
Closure/commit/51	4	1	292	289	0	0
Math/commit/45	5	0	278	273	0	0
Math/commit/44	6	1	399	394	0	0
JacksonDatabind/commit/8	12	1	370	359	0	0
Closure/commit/66	2	0	1926	1924	0	0
Closure/commit/173	29	6	1969	1946	0	0
Closure/commit/175	19	19	926	926	0	0
Closure/commit/170	14	3	552	541	0	0
Closure/commit/172	6	0	2170	2164	0	0
Compress/commit/10	6	2	969	965	0	0
Closure/commit/171	4	6	3743	3745	0	0
Compress/commit/12	7	1	562	556	0	0
Compress/commit/11	2	0	257	255	0	0
Compress/commit/14	1	8	387	394	0	0
Math/commit/54	7	1	2406	2400	0	0
Compress/commit/13	4	0	689	685	0	0
Math/commit/53	3	0	1023	1020	0	0
Chart/commit/25	14	2	567	555	0	0
Math/commit/52	4	3	1032	1031	0	0
Compress/commit/16	2	1	260	259	0	0
Chart/commit/24	1	1	173	173	0	0
Compress/commit/15	5	5	689	689	0	0
Math/commit/51	9	0	274	265	0	0
Chart/commit/23	19	0	567	548	0	0
Compress/commit/18	3	0	584	581	0	0
Math/commit/50	0	4	267	271	0	0
Chart/commit/22	32	3	495	466	0	0
Compress/commit/17	2	1	624	623	0	0
JacksonDatabind/commit/4	8	0	162	154	0	0
Compress/commit/19	1	1	357	357	0	0
JacksonDatabind/commit/5	5	0	1032	1027	0	0
JacksonDatabind/commit/7	12	0	1793	1781	0	0
Math/commit/49	4	4	925	925	0	0
JacksonDatabind/commit/1	1	0	714	713	0	0
Math/commit/48	3	0	272	269	0	0
JacksonDatabind/commit/2	20	0	1778	1758	0	0
Math/commit/47	5	3	1183	1181	0	0
Mockito/commit/19	26	8	289	271	0	0
Math/commit/46	2	2	1185	1185	0	0
Math/commit/78	11	0	345	334	0	0
Mockito/commit/17	9	2	185	178	0	0
Mockito/commit/18	2	0	122	120	0	0
Math/commit/77	1	10	2060	2069	0	0
Mockito/commit/15	3	0	44	41	0	0
Mockito/commit/16	5	4	1710	1709	0	0
Mockito/commit/13	3	1	126	124	0	0
Mockito/commit/14	5	1	279	275	0	0
Mockito/commit/11	9	1	70	62	0	0
Mockito/commit/12	4	0	30	26	0	0
Mockito/commit/20	3	2	110	109	0	0
Closure/commit/77	1	0	1161	1160	0	0
Compress/commit/41	2	1	1130	1129	0	0
Compress/commit/40	28	1	137	110	0	0
Compress/commit/43	5	5	1686	1686	0	0
Compress/commit/42	2	1	928	927	0	0
Math/commit/87	2	4	547	549	0	0
Math/commit/86	3	3	354	354	0	0
Closure/commit/69	7	0	1923	1916	0	0
Math/commit/85	1	1	241	241	0	0
Math/commit/84	9	0	145	136	0	0
Closure/commit/67	1	1	697	697	0	0
Math/commit/83	3	3	572	572	0	0
Closure/commit/68	3	1	2306	2304	0	0
Math/commit/82	1	1	196	196	0	0
Math/commit/81	4	3	1843	1842	0	0
Closure/commit/76	37	6	432	401	0	0
Math/commit/80	1	1	1843	1843	0	0
Closure/commit/74	15	2	1718	1705	0	0
Closure/commit/75	4	1	2986	2983	0	0
Closure/commit/72	3	1	725	723	0	0
Closure/commit/73	1	1	1193	1193	0	0
Closure/commit/70	1	1	1811	1811	0	0
Math/commit/79	2	2	1663	1663	0	0
Closure/commit/71	1	1	642	642	0	0
Lang/commit/36	9	1	1416	1408	0	0
Lang/commit/35	2	2	4485	4485	0	0
Lang/commit/34	2	2	2278	2278	0	0
Lang/commit/33	1	1	1052	1052	0	0
Lang/commit/43	1	0	475	474	0	0
Time/commit/10	2	1	346	345	0	0
Lang/commit/41	21	2	1037	1018	0	0
Lang/commit/40	8	1	5774	5767	0	0
Lang/commit/39	3	0	5840	5837	0	0
Lang/commit/38	1	0	1757	1756	0	0
Lang/commit/37	8	0	4419	4411	0	0
Lang/commit/24	1	1	1423	1423	0	0
Lang/commit/23	31	0	536	505	0	0
Lang/commit/22	7	1	964	958	0	0
Lang/commit/32	17	8	991	982	0	0
Lang/commit/31	8	0	6142	6134	0	0
Lang/commit/29	1	1	1824	1824	0	0
Lang/commit/28	6	0	74	68	0	0
Lang/commit/27	4	1	1423	1420	0	0
Lang/commit/26	1	1	1757	1757	0	0
Lang/commit/14	3	0	6591	6588	0	0
Lang/commit/13	19	0	293	274	0	0
Lang/commit/12	7	0	331	324	0	0
Lang/commit/11	4	0	335	331	0	0
Lang/commit/19	9	3	90	84	0	0
Lang/commit/21	1	1	1871	1871	0	0
Jsoup/commit/89	2	1	209	208	0	0
Lang/commit/20	2	2	6564	6564	0	0
Jsoup/commit/88	1	1	208	208	0	0
Jsoup/commit/93	1	0	115	114	0	0
Lang/commit/18	3	3	1519	1519	0	0
Lang/commit/17	3	9	125	131	0	0
Jsoup/commit/92	35	2	1848	1815	0	0
Lang/commit/16	1	1	1413	1413	0	0
Jsoup/commit/91	15	0	553	538	0	0
Lang/commit/15	4	4	1101	1101	0	0
Time/commit/16	1	1	949	949	0	0
Time/commit/17	18	5	1301	1288	0	0
Time/commit/14	5	0	366	361	0	0
Time/commit/15	3	0	330	327	0	0
Time/commit/12	14	2	4441	4429	0	0
Time/commit/13	5	1	1872	1868	0	0
Time/commit/11	5	4	848	847	0	0
Time/commit/19	1	1	1278	1278	0	0
Jsoup/commit/90	2	0	1203	1201	0	0
Compress/commit/45	2	1	617	616	0	0
Compress/commit/44	6	0	105	99	0	0
Compress/commit/47	14	1	1177	1164	0	0
Lang/commit/10	0	9	867	876	0	0
Time/commit/20	8	2	2829	2823	0	0
Time/commit/18	12	0	1104	1092	0	0
