url,addedInModifiedFiles,deletedFromModifiedFiles,sizeOfModifiedFilesNew,sizeOfModifiedFilesOld,addedFilesSize,removedFilesSize,addedInModifiedFiles + addedFilesSize,deletedFromModifiedFiles + removedFilesSize,addedInModifiedFiles   sizeOfModifiedFilesNew,deletedInModifiedFiles   sizeOfModifiedFilesOld,(addedInModifiedFiles + addedFilesSize)    ( sizeOfModifiedFilesNew + addedFilesSize),(deletedInModifiedFiles + removedFilesSize)   (sizeOfModifiedFilesOld + removedFilesSize)
Compress4,1,3,1806,1808,0,0,1,3,0.000553709856,0.001659292035,0.000553709856,0.001659292035
Compress40,28,1,137,110,0,0,28,1,0.204379562,0.009090909091,0.204379562,0.009090909091
Compress41,2,1,1130,1129,0,0,2,1,0.001769911504,0.0008857395926,0.001769911504,0.0008857395926
Compress42,2,1,928,927,0,0,2,1,0.002155172414,0.001078748652,0.002155172414,0.001078748652
Compress43,5,5,1686,1686,0,0,5,5,0.002965599051,0.002965599051,0.002965599051,0.002965599051
Compress44,6,0,105,99,0,0,6,0,0.05714285714,0,0.05714285714,0
Compress45,2,1,617,616,0,0,2,1,0.003241491086,0.001623376623,0.003241491086,0.001623376623
Compress46,1,2,599,600,0,0,1,2,0.001669449082,0.003333333333,0.001669449082,0.003333333333
Compress47,14,1,1177,1164,0,0,14,1,0.01189464741,0.0008591065292,0.01189464741,0.0008591065292
Compress5,6,2,350,346,0,0,6,2,0.01714285714,0.005780346821,0.01714285714,0.005780346821
Compress6,6,3,474,471,0,0,6,3,0.01265822785,0.006369426752,0.01265822785,0.006369426752
Compress7,3,2,262,261,0,0,3,2,0.01145038168,0.007662835249,0.01145038168,0.007662835249
Compress9,9,1,367,359,0,0,9,1,0.02452316076,0.00278551532,0.02452316076,0.00278551532
Csv1,1,1,161,161,0,0,1,1,0.006211180124,0.006211180124,0.006211180124,0.006211180124
Csv10,3,0,443,440,0,0,3,0,0.006772009029,0,0.006772009029,0
Csv11,1,1,507,507,0,0,1,1,0.001972386588,0.001972386588,0.001972386588,0.001972386588
Csv12,1,1,1010,1010,0,0,1,1,0.0009900990099,0.0009900990099,0.0009900990099,0.0009900990099
Csv13,4,2,1812,1810,0,0,4,2,0.002207505519,0.001104972376,0.002207505519,0.001104972376
Csv14,1,1,1814,1814,0,0,1,1,0.0005512679162,0.0005512679162,0.0005512679162,0.0005512679162
Csv15,1,3,1977,1979,0,0,1,3,0.0005058168943,0.00151591713,0.0005058168943,0.00151591713
Csv16,6,2,629,625,0,0,6,2,0.009538950715,0.0032,0.009538950715,0.0032
Csv2,7,0,174,167,0,0,7,0,0.04022988506,0,0.04022988506,0
Csv3,3,0,184,181,0,0,3,0,0.01630434783,0,0.01630434783,0
Csv4,1,1,463,463,0,0,1,1,0.002159827214,0.002159827214,0.002159827214,0.002159827214
Csv5,2,0,430,428,0,0,2,0,0.004651162791,0,0.004651162791,0
Csv6,2,0,227,225,0,0,2,0,0.008810572687,0,0.008810572687,0
Csv7,4,0,493,489,0,0,4,0,0.008113590264,0,0.008113590264,0
Csv8,6,7,903,904,0,0,6,7,0.006644518272,0.007743362832,0.006644518272,0.007743362832
Csv9,3,0,230,227,0,0,3,0,0.01304347826,0,0.01304347826,0
Gson1,41,0,175,134,0,0,41,0,0.2342857143,0,0.2342857143,0
Gson10,2,2,251,251,0,0,2,2,0.00796812749,0.00796812749,0.00796812749,0.00796812749
Gson11,1,0,925,924,0,0,1,0,0.001081081081,0,0.001081081081,0
Gson12,4,0,320,316,0,0,4,0,0.0125,0,0.0125,0
Gson13,1,1,1622,1622,0,0,1,1,0.0006165228113,0.0006165228113,0.0006165228113,0.0006165228113
Gson14,8,0,599,591,0,0,8,0,0.01335559265,0,0.01335559265,0
Gson15,1,1,659,659,0,0,1,1,0.001517450683,0.001517450683,0.001517450683,0.001517450683
Gson16,5,0,606,601,0,0,5,0,0.008250825083,0,0.008250825083,0
Gson17,3,2,139,138,0,0,3,2,0.02158273381,0.01449275362,0.02158273381,0.01449275362
Gson18,3,0,610,607,0,0,3,0,0.004918032787,0,0.004918032787,0
Gson2,13,1,853,841,0,0,13,1,0.01524032825,0.001189060642,0.01524032825,0.001189060642
Gson3,17,1,236,220,0,0,17,1,0.07203389831,0.004545454545,0.07203389831,0.004545454545
Gson4,9,19,2261,2271,0,0,9,19,0.003980539584,0.008366358432,0.003980539584,0.008366358432
Gson5,1,0,352,351,0,0,1,0,0.002840909091,0,0.002840909091,0
Gson6,2,0,72,70,0,0,2,0,0.02777777778,0,0.02777777778,0
Gson7,10,2,1625,1617,0,0,10,2,0.006153846154,0.00123685838,0.006153846154,0.00123685838
Gson8,13,0,123,110,0,0,13,0,0.1056910569,0,0.1056910569,0
Gson9,16,4,1791,1779,0,0,16,4,0.008933556672,0.002248454188,0.008933556672,0.002248454188
JacksonCore1,13,2,1036,1025,0,0,13,2,0.01254826255,0.001951219512,0.01254826255,0.001951219512
JacksonCore10,4,2,1267,1265,0,0,4,2,0.003157063931,0.001581027668,0.003157063931,0.001581027668
JacksonCore11,1,0,1272,1271,0,0,1,0,0.000786163522,0,0.000786163522,0
JacksonCore12,15,6,6406,6397,0,0,15,6,0.002341554792,0.0009379396592,0.002341554792,0.0009379396592
JacksonCore13,8,0,205,197,0,0,8,0,0.03902439024,0,0.03902439024,0
JacksonCore14,3,3,286,286,0,0,3,3,0.01048951049,0.01048951049,0.01048951049,0.01048951049
JacksonCore15,9,0,896,887,0,0,9,0,0.01004464286,0,0.01004464286,0
JacksonCore17,44,3,2029,1988,0,0,44,3,0.02168555939,0.001509054326,0.02168555939,0.001509054326
JacksonCore18,12,8,4379,4375,0,0,12,8,0.002740351678,0.001828571429,0.002740351678,0.001828571429
JacksonCore19,8,0,6437,6429,0,0,8,0,0.001242814976,0,0.001242814976,0
JacksonCore2,49,3,5291,5245,0,0,49,3,0.009261009261,0.0005719733079,0.009261009261,0.0005719733079
JacksonCore20,10,1,1987,1978,0,0,10,1,0.005032712632,0.0005055611729,0.005032712632,0.0005055611729
JacksonCore21,2,0,911,909,0,0,2,0,0.002195389682,0,0.002195389682,0
JacksonCore22,16,3,918,905,0,0,16,3,0.0174291939,0.003314917127,0.0174291939,0.003314917127
JacksonCore23,4,0,423,419,0,0,4,0,0.009456264775,0,0.009456264775,0
JacksonCore25,1,1,2880,2880,0,0,1,1,0.0003472222222,0.0003472222222,0.0003472222222,0.0003472222222
JacksonCore26,1,0,2865,2864,0,0,1,0,0.0003490401396,0,0.0003490401396,0
JacksonCore3,2,0,3252,3250,0,0,2,0,0.0006150061501,0,0.0006150061501,0
JacksonCore4,4,1,717,714,0,0,4,1,0.005578800558,0.001400560224,0.005578800558,0.001400560224
JacksonCore5,1,1,269,269,0,0,1,1,0.003717472119,0.003717472119,0.003717472119,0.003717472119
JacksonCore6,9,2,277,270,0,0,9,2,0.03249097473,0.007407407407,0.03249097473,0.007407407407
JacksonCore7,3,0,225,222,0,0,3,0,0.01333333333,0,0.01333333333,0
JacksonCore8,1,1,733,733,0,0,1,1,0.00136425648,0.00136425648,0.00136425648,0.00136425648
JacksonCore9,18,0,6530,6512,0,0,18,0,0.002756508423,0,0.002756508423,0
JacksonDatabind1,1,0,714,713,0,0,1,0,0.001400560224,0,0.001400560224,0
JacksonDatabind10,19,3,835,819,0,0,19,3,0.02275449102,0.003663003663,0.02275449102,0.003663003663
JacksonDatabind100,3,9,413,419,0,0,3,9,0.007263922518,0.0214797136,0.007263922518,0.0214797136
JacksonDatabind101,5,1,1052,1048,0,0,5,1,0.004752851711,0.0009541984733,0.004752851711,0.0009541984733
JacksonDatabind102,0,3,229,232,0,0,0,3,0,0.01293103448,0,0.01293103448
JacksonDatabind103,32,24,14176,14168,0,0,32,24,0.002257336343,0.001693958216,0.002257336343,0.001693958216
JacksonDatabind104,20,0,803,783,0,0,20,0,0.02490660025,0,0.02490660025,0
JacksonDatabind105,5,1,55,51,0,0,5,1,0.09090909091,0.01960784314,0.09090909091,0.01960784314
JacksonDatabind106,6,0,421,415,0,0,6,0,0.01425178147,0,0.01425178147,0
JacksonDatabind107,1,1,302,302,0,0,1,1,0.003311258278,0.003311258278,0.003311258278,0.003311258278
JacksonDatabind108,31,1,2022,1992,0,0,31,1,0.01533135509,0.0005020080321,0.01533135509,0.0005020080321
JacksonDatabind109,51,0,411,360,0,0,51,0,0.1240875912,0,0.1240875912,0
JacksonDatabind11,2,2,1117,1117,0,0,2,2,0.001790510295,0.001790510295,0.001790510295,0.001790510295
JacksonDatabind110,3,1,189,187,0,0,3,1,0.01587301587,0.005347593583,0.01587301587,0.005347593583
JacksonDatabind111,13,7,1204,1198,0,0,13,7,0.01079734219,0.005843071786,0.01079734219,0.005843071786
JacksonDatabind112,4,1,290,287,0,0,4,1,0.01379310345,0.003484320557,0.01379310345,0.003484320557
JacksonDatabind12,3,1,672,670,0,0,3,1,0.004464285714,0.001492537313,0.004464285714,0.001492537313
JacksonDatabind13,6,0,449,443,0,0,6,0,0.01336302895,0,0.01336302895,0
JacksonDatabind14,14,1,1739,1726,0,0,14,1,0.008050603795,0.0005793742758,0.008050603795,0.0005793742758
JacksonDatabind15,35,8,2577,2550,0,0,35,8,0.01358168413,0.003137254902,0.01358168413,0.003137254902
JacksonDatabind16,1,1,114,114,0,0,1,1,0.008771929825,0.008771929825,0.008771929825,0.008771929825
JacksonDatabind17,1,1,3193,3193,0,0,1,1,0.0003131850924,0.0003131850924,0.0003131850924,0.0003131850924
JacksonDatabind19,3,0,1194,1191,0,0,3,0,0.002512562814,0,0.002512562814,0
JacksonDatabind2,20,0,1778,1758,0,0,20,0,0.01124859393,0,0.01124859393,0
JacksonDatabind20,2,0,808,806,0,0,2,0,0.002475247525,0,0.002475247525,0
JacksonDatabind21,17,0,1008,991,0,0,17,0,0.01686507937,0,0.01686507937,0
JacksonDatabind22,36,17,1907,1888,0,0,36,17,0.01887781856,0.009004237288,0.01887781856,0.009004237288
JacksonDatabind23,29,0,270,241,0,0,29,0,0.1074074074,0,0.1074074074,0
JacksonDatabind24,1,2,343,344,0,0,1,2,0.002915451895,0.005813953488,0.002915451895,0.005813953488
JacksonDatabind25,4,4,2871,2871,0,0,4,4,0.001393242773,0.001393242773,0.001393242773,0.001393242773
JacksonDatabind26,3,1,924,922,0,0,3,1,0.003246753247,0.001084598698,0.003246753247,0.001084598698
JacksonDatabind27,1,1,858,858,0,0,1,1,0.001165501166,0.001165501166,0.001165501166,0.001165501166
JacksonDatabind29,7,0,330,323,0,0,7,0,0.02121212121,0,0.02121212121,0
JacksonDatabind3,2,2,153,153,0,0,2,2,0.01307189542,0.01307189542,0.01307189542,0.01307189542
JacksonDatabind30,17,0,5699,5682,0,0,17,0,0.00298297947,0,0.00298297947,0
JacksonDatabind31,44,18,1881,1855,0,0,44,18,0.02339181287,0.009703504043,0.02339181287,0.009703504043
JacksonDatabind32,3,0,676,673,0,0,3,0,0.004437869822,0,0.004437869822,0
JacksonDatabind33,4,1,1060,1057,0,0,4,1,0.003773584906,0.0009460737938,0.003773584906,0.0009460737938
JacksonDatabind34,1,1,88,88,0,0,1,1,0.01136363636,0.01136363636,0.01136363636,0.01136363636
JacksonDatabind35,6,4,123,121,0,0,6,4,0.0487804878,0.03305785124,0.0487804878,0.03305785124
JacksonDatabind36,11,0,577,566,0,0,11,0,0.01906412478,0,0.01906412478,0
JacksonDatabind37,1,1,268,268,0,0,1,1,0.003731343284,0.003731343284,0.003731343284,0.003731343284
JacksonDatabind38,33,4,595,566,0,0,33,4,0.05546218487,0.007067137809,0.05546218487,0.007067137809
JacksonDatabind39,10,0,64,54,0,0,10,0,0.15625,0,0.15625,0
JacksonDatabind4,8,0,162,154,0,0,8,0,0.04938271605,0,0.04938271605,0
JacksonDatabind40,9,0,631,622,0,0,9,0,0.01426307448,0,0.01426307448,0
JacksonDatabind42,3,0,290,287,0,0,3,0,0.01034482759,0,0.01034482759,0
JacksonDatabind43,3,2,114,113,0,0,3,2,0.02631578947,0.01769911504,0.02631578947,0.01769911504
JacksonDatabind44,26,0,323,297,0,0,26,0,0.08049535604,0,0.08049535604,0
JacksonDatabind45,2,1,158,157,0,0,2,1,0.01265822785,0.006369426752,0.01265822785,0.006369426752
JacksonDatabind46,1,1,193,193,0,0,1,1,0.00518134715,0.00518134715,0.00518134715,0.00518134715
JacksonDatabind47,9,0,1414,1405,0,0,9,0,0.006364922207,0,0.006364922207,0
JacksonDatabind48,12,0,1982,1970,0,0,12,0,0.006054490414,0,0.006054490414,0
JacksonDatabind49,2,0,77,75,0,0,2,0,0.02597402597,0,0.02597402597,0
JacksonDatabind5,5,0,1032,1027,0,0,5,0,0.00484496124,0,0.00484496124,0
JacksonDatabind50,42,0,978,936,0,0,42,0,0.04294478528,0,0.04294478528,0
JacksonDatabind51,2,0,289,287,0,0,2,0,0.006920415225,0,0.006920415225,0
JacksonDatabind52,15,1,2039,2025,0,0,15,1,0.007356547327,0.0004938271605,0.007356547327,0.0004938271605
JacksonDatabind53,76,21,1858,1803,0,0,76,21,0.04090419806,0.01164725458,0.04090419806,0.01164725458
JacksonDatabind54,2,2,331,331,0,0,2,2,0.006042296073,0.006042296073,0.006042296073,0.006042296073
JacksonDatabind55,27,1,244,218,0,0,27,1,0.1106557377,0.004587155963,0.1106557377,0.004587155963
JacksonDatabind56,12,2,303,293,0,0,12,2,0.0396039604,0.006825938567,0.0396039604,0.006825938567
JacksonDatabind57,1,1,1889,1889,0,0,1,1,0.0005293806247,0.0005293806247,0.0005293806247,0.0005293806247
JacksonDatabind58,5,0,836,831,0,0,5,0,0.005980861244,0,0.005980861244,0
JacksonDatabind59,46,0,2560,2514,0,0,46,0,0.01796875,0,0.01796875,0
JacksonDatabind60,88,1,470,383,0,0,88,1,0.1872340426,0.002610966057,0.1872340426,0.002610966057
JacksonDatabind61,9,0,4154,4145,0,0,9,0,0.002166586423,0,0.002166586423,0
JacksonDatabind62,8,0,436,428,0,0,8,0,0.01834862385,0,0.01834862385,0
JacksonDatabind63,11,2,530,521,0,0,11,2,0.02075471698,0.003838771593,0.02075471698,0.003838771593
JacksonDatabind65,5,2,1126,1123,0,0,5,2,0.004440497336,0.0017809439,0.004440497336,0.0017809439
JacksonDatabind66,7,1,435,429,0,0,7,1,0.01609195402,0.002331002331,0.01609195402,0.002331002331
JacksonDatabind67,3,2,1954,1953,0,0,3,2,0.00153531218,0.00102406554,0.00153531218,0.00102406554
JacksonDatabind69,10,6,396,392,0,0,10,6,0.02525252525,0.01530612245,0.02525252525,0.01530612245
JacksonDatabind7,12,0,1793,1781,0,0,12,0,0.006692693809,0,0.006692693809,0
JacksonDatabind70,1,1,607,607,0,0,1,1,0.001647446458,0.001647446458,0.001647446458,0.001647446458
JacksonDatabind71,1,1,414,414,0,0,1,1,0.002415458937,0.002415458937,0.002415458937,0.002415458937
JacksonDatabind72,2,0,169,167,0,0,2,0,0.01183431953,0,0.01183431953,0
JacksonDatabind73,7,2,2322,2317,0,0,7,2,0.00301464255,0.0008631851532,0.00301464255,0.0008631851532
JacksonDatabind74,7,0,187,180,0,0,7,0,0.03743315508,0,0.03743315508,0
JacksonDatabind75,6,5,241,240,0,0,6,5,0.02489626556,0.02083333333,0.02489626556,0.02083333333
JacksonDatabind76,1,21,694,714,0,0,1,21,0.00144092219,0.02941176471,0.00144092219,0.02941176471
JacksonDatabind77,15,0,860,845,0,0,15,0,0.01744186047,0,0.01744186047,0
JacksonDatabind78,25,0,906,881,0,0,25,0,0.02759381898,0,0.02759381898,0
JacksonDatabind79,13,5,2232,2224,0,0,13,5,0.00582437276,0.002248201439,0.00582437276,0.002248201439
JacksonDatabind8,12,1,370,359,0,0,12,1,0.03243243243,0.00278551532,0.03243243243,0.00278551532
JacksonDatabind80,4,0,295,291,0,0,4,0,0.01355932203,0,0.01355932203,0
JacksonDatabind81,32,3,1487,1458,0,0,32,3,0.0215198386,0.002057613169,0.0215198386,0.002057613169
JacksonDatabind82,1,1,907,907,0,0,1,1,0.001102535832,0.001102535832,0.001102535832,0.001102535832
JacksonDatabind83,0,2,312,314,0,0,0,2,0,0.006369426752,0,0.006369426752
JacksonDatabind84,7,0,121,114,0,0,7,0,0.05785123967,0,0.05785123967,0
JacksonDatabind86,7,0,121,114,0,0,7,0,0.05785123967,0,0.05785123967,0
JacksonDatabind87,13,7,606,600,0,0,13,7,0.02145214521,0.01166666667,0.02145214521,0.01166666667
JacksonDatabind88,4,0,157,153,0,0,4,0,0.02547770701,0,0.02547770701,0
JacksonDatabind89,6,0,918,912,0,0,6,0,0.006535947712,0,0.006535947712,0
JacksonDatabind90,9,1,953,945,0,0,9,1,0.00944386149,0.001058201058,0.00944386149,0.001058201058
JacksonDatabind91,9,1,596,588,0,0,9,1,0.01510067114,0.001700680272,0.01510067114,0.001700680272
JacksonDatabind92,6,0,893,887,0,0,6,0,0.006718924972,0,0.006718924972,0
JacksonDatabind93,2,2,100,100,0,0,2,2,0.02,0.02,0.02,0.02
JacksonDatabind94,5,0,117,112,0,0,5,0,0.04273504274,0,0.04273504274,0
JacksonDatabind95,4,4,1574,1574,0,0,4,4,0.002541296061,0.002541296061,0.002541296061,0.002541296061
JacksonDatabind96,1,1,2177,2177,0,0,1,1,0.0004593477262,0.0004593477262,0.0004593477262,0.0004593477262
JacksonDatabind97,1,1,172,172,0,0,1,1,0.005813953488,0.005813953488,0.005813953488,0.005813953488
JacksonDatabind98,10,1,495,486,0,0,10,1,0.0202020202,0.002057613169,0.0202020202,0.002057613169
JacksonDatabind99,1,0,281,280,0,0,1,0,0.003558718861,0,0.003558718861,0
JacksonXml1,8,4,960,956,0,0,8,4,0.008333333333,0.004184100418,0.008333333333,0.004184100418
JacksonXml2,27,1,551,525,0,0,27,1,0.04900181488,0.001904761905,0.04900181488,0.001904761905
JacksonXml3,1,2,964,965,0,0,1,2,0.001037344398,0.00207253886,0.001037344398,0.00207253886
JacksonXml4,5,1,275,271,0,0,5,1,0.01818181818,0.0036900369,0.01818181818,0.0036900369
JacksonXml5,1,1,244,244,0,0,1,1,0.004098360656,0.004098360656,0.004098360656,0.004098360656
JacksonXml6,66,0,1311,1245,0,0,66,0,0.05034324943,0,0.05034324943,0
Jsoup1,2,2,150,150,0,0,2,2,0.01333333333,0.01333333333,0.01333333333,0.01333333333
Jsoup10,2,0,455,453,0,0,2,0,0.004395604396,0,0.004395604396,0
Jsoup11,25,0,430,405,0,0,25,0,0.05813953488,0,0.05813953488,0
Jsoup12,15,1,445,431,0,0,15,1,0.03370786517,0.002320185615,0.03370786517,0.002320185615
Jsoup13,5,0,559,554,0,0,5,0,0.008944543828,0,0.008944543828,0
Jsoup14,8,0,2022,2014,0,0,8,0,0.003956478734,0,0.003956478734,0
Jsoup15,1,1,1482,1482,0,0,1,1,0.0006747638327,0.0006747638327,0.0006747638327,0.0006747638327
Jsoup16,4,2,46,44,0,0,4,2,0.08695652174,0.04545454545,0.08695652174,0.04545454545
Jsoup17,1,1,1482,1482,0,0,1,1,0.0006747638327,0.0006747638327,0.0006747638327,0.0006747638327
Jsoup18,2,1,210,209,0,0,2,1,0.009523809524,0.004784688995,0.009523809524,0.004784688995
Jsoup19,2,0,443,441,0,0,2,0,0.004514672686,0,0.004514672686,0
Jsoup2,1,0,291,290,0,0,1,0,0.003436426117,0,0.003436426117,0
Jsoup20,2,0,135,133,0,0,2,0,0.01481481481,0,0.01481481481,0
Jsoup23,19,1,458,440,0,0,19,1,0.04148471616,0.002272727273,0.04148471616,0.002272727273
Jsoup24,0,1,1778,1779,0,0,0,1,0,0.0005621135469,0,0.0005621135469
Jsoup25,1,1,262,262,0,0,1,1,0.003816793893,0.003816793893,0.003816793893,0.003816793893
Jsoup26,1,0,130,129,0,0,1,0,0.007692307692,0,0.007692307692,0
Jsoup27,2,1,140,139,0,0,2,1,0.01428571429,0.007194244604,0.01428571429,0.007194244604
Jsoup28,26,38,579,591,0,0,26,38,0.04490500864,0.06429780034,0.04490500864,0.06429780034
Jsoup29,2,1,362,361,0,0,2,1,0.005524861878,0.002770083102,0.005524861878,0.002770083102
Jsoup3,43,21,1546,1524,0,0,43,21,0.02781371281,0.01377952756,0.02781371281,0.01377952756
Jsoup31,9,0,2184,2175,0,0,9,0,0.004120879121,0,0.004120879121,0
Jsoup33,1,0,705,704,0,0,1,0,0.001418439716,0,0.001418439716,0
Jsoup34,1,1,284,284,0,0,1,1,0.003521126761,0.003521126761,0.003521126761,0.003521126761
Jsoup35,1,0,1486,1485,0,0,1,0,0.0006729475101,0,0.0006729475101,0
Jsoup36,18,1,187,170,0,0,18,1,0.09625668449,0.005882352941,0.09625668449,0.005882352941
Jsoup37,1,1,1144,1144,0,0,1,1,0.0008741258741,0.0008741258741,0.0008741258741,0.0008741258741
Jsoup38,3,0,1504,1501,0,0,3,0,0.001994680851,0,0.001994680851,0
Jsoup39,1,0,189,188,0,0,1,0,0.005291005291,0,0.005291005291,0
Jsoup4,3,3,2245,2245,0,0,3,3,0.001336302895,0.001336302895,0.001336302895,0.001336302895
Jsoup40,0,1,47,48,0,0,0,1,0,0.02083333333,0,0.02083333333
Jsoup41,1,1,1189,1189,0,0,1,1,0.0008410428932,0.0008410428932,0.0008410428932,0.0008410428932
Jsoup42,2,1,114,113,0,0,2,1,0.01754385965,0.008849557522,0.01754385965,0.008849557522
Jsoup43,1,1,1205,1205,0,0,1,1,0.0008298755187,0.0008298755187,0.0008298755187,0.0008298755187
Jsoup44,9,0,88,79,0,0,9,0,0.1022727273,0,0.1022727273,0
Jsoup45,1,1,703,703,0,0,1,1,0.001422475107,0.001422475107,0.001422475107,0.001422475107
Jsoup46,1,1,265,265,0,0,1,1,0.003773584906,0.003773584906,0.003773584906,0.003773584906
Jsoup47,1,1,266,266,0,0,1,1,0.003759398496,0.003759398496,0.003759398496,0.003759398496
Jsoup48,11,1,953,943,0,0,11,1,0.01154249738,0.001060445387,0.01154249738,0.001060445387
Jsoup49,1,1,679,679,0,0,1,1,0.00147275405,0.00147275405,0.00147275405,0.00147275405
Jsoup5,2,1,317,316,0,0,2,1,0.006309148265,0.003164556962,0.006309148265,0.003164556962
Jsoup50,14,7,234,227,0,0,14,7,0.05982905983,0.03083700441,0.05982905983,0.03083700441
Jsoup51,1,1,396,396,0,0,1,1,0.002525252525,0.002525252525,0.002525252525,0.002525252525
Jsoup52,10,25,449,464,0,0,10,25,0.02227171492,0.05387931034,0.02227171492,0.05387931034
Jsoup53,5,0,400,395,0,0,5,0,0.0125,0,0.0125,0
Jsoup54,1,0,176,175,0,0,1,0,0.005681818182,0,0.005681818182,0
Jsoup55,1,0,1730,1729,0,0,1,0,0.0005780346821,0,0.0005780346821,0
Jsoup56,25,3,3843,3821,0,0,25,3,0.006505334374,0.0007851347815,0.006505334374,0.0007851347815
Jsoup57,1,1,342,342,0,0,1,1,0.002923976608,0.002923976608,0.002923976608,0.002923976608
Jsoup58,17,2,638,623,0,0,17,2,0.02664576803,0.003210272873,0.02664576803,0.003210272873
Jsoup59,2,0,376,374,0,0,2,0,0.005319148936,0,0.005319148936,0
Jsoup6,2,2,2244,2244,0,0,2,2,0.0008912655971,0.0008912655971,0.0008912655971,0.0008912655971
Jsoup60,7,0,780,773,0,0,7,0,0.008974358974,0,0.008974358974,0
Jsoup61,1,1,1290,1290,0,0,1,1,0.0007751937984,0.0007751937984,0.0007751937984,0.0007751937984
Jsoup62,1,1,1513,1513,0,0,1,1,0.0006609385327,0.0006609385327,0.0006609385327,0.0006609385327
Jsoup64,1,1,1520,1520,0,0,1,1,0.0006578947368,0.0006578947368,0.0006578947368,0.0006578947368
Jsoup65,8,4,2250,2246,0,0,8,4,0.003555555556,0.0017809439,0.003555555556,0.0017809439
Jsoup66,8,5,1420,1417,0,0,8,5,0.005633802817,0.00352858151,0.005633802817,0.00352858151
Jsoup67,4,0,735,731,0,0,4,0,0.005442176871,0,0.005442176871,0
Jsoup68,1,4,734,737,0,0,1,4,0.00136239782,0.005427408412,0.00136239782,0.005427408412
Jsoup69,5,0,113,108,0,0,5,0,0.04424778761,0,0.04424778761,0
Jsoup7,22,0,314,292,0,0,22,0,0.07006369427,0,0.07006369427,0
Jsoup70,5,2,1435,1432,0,0,5,2,0.003484320557,0.001396648045,0.003484320557,0.001396648045
Jsoup71,24,0,1158,1134,0,0,24,0,0.0207253886,0,0.0207253886,0
Jsoup72,2,0,475,473,0,0,2,0,0.004210526316,0,0.004210526316,0
Jsoup73,7,3,176,172,0,0,7,3,0.03977272727,0.01744186047,0.03977272727,0.01744186047
Jsoup74,4,1,255,252,0,0,4,1,0.01568627451,0.003968253968,0.01568627451,0.003968253968
Jsoup75,1,2,445,446,0,0,1,2,0.002247191011,0.004484304933,0.002247191011,0.004484304933
Jsoup76,1,0,1531,1530,0,0,1,0,0.0006531678641,0,0.0006531678641,0
Jsoup77,1,1,143,143,0,0,1,1,0.006993006993,0.006993006993,0.006993006993,0.006993006993
Jsoup78,5,0,271,266,0,0,5,0,0.0184501845,0,0.0184501845,0
Jsoup79,3,1,98,96,0,0,3,1,0.0306122449,0.01041666667,0.0306122449,0.01041666667
Jsoup8,4,1,420,417,0,0,4,1,0.009523809524,0.002398081535,0.009523809524,0.002398081535
Jsoup80,2,0,145,143,0,0,2,0,0.01379310345,0,0.01379310345,0
Jsoup81,6,0,283,277,0,0,6,0,0.02120141343,0,0.02120141343,0
Jsoup82,3,0,270,267,0,0,3,0,0.01111111111,0,0.01111111111,0
Jsoup84,2,1,179,178,0,0,2,1,0.01117318436,0.005617977528,0.01117318436,0.005617977528
Jsoup86,1,1,85,85,0,0,1,1,0.01176470588,0.01176470588,0.01176470588,0.01176470588
Jsoup87,64,55,4086,4077,0,0,64,55,0.01566324033,0.0134903115,0.01566324033,0.0134903115
Jsoup88,1,1,208,208,0,0,1,1,0.004807692308,0.004807692308,0.004807692308,0.004807692308
Jsoup89,2,1,209,208,0,0,2,1,0.00956937799,0.004807692308,0.00956937799,0.004807692308
Jsoup9,1,1,2274,2274,0,0,1,1,0.0004397537379,0.0004397537379,0.0004397537379,0.0004397537379
Jsoup90,2,0,1203,1201,0,0,2,0,0.001662510391,0,0.001662510391,0
Jsoup91,15,0,553,538,0,0,15,0,0.02712477396,0,0.02712477396,0
Jsoup92,35,2,1848,1815,0,0,35,2,0.01893939394,0.001101928375,0.01893939394,0.001101928375
Jsoup93,1,0,115,114,0,0,1,0,0.008695652174,0,0.008695652174,0
JxPath1,3,2,1541,1540,0,0,3,2,0.0019467878,0.001298701299,0.0019467878,0.001298701299
JxPath10,1,1,119,119,0,0,1,1,0.008403361345,0.008403361345,0.008403361345,0.008403361345
JxPath11,14,1,284,271,0,0,14,1,0.04929577465,0.0036900369,0.04929577465,0.0036900369
JxPath12,2,1,728,727,0,0,2,1,0.002747252747,0.001375515818,0.002747252747,0.001375515818
JxPath14,9,0,727,718,0,0,9,0,0.01237964237,0,0.01237964237,0
JxPath15,7,1,71,65,0,0,7,1,0.0985915493,0.01538461538,0.0985915493,0.01538461538
JxPath16,2,3,1691,1692,0,0,2,3,0.001182732111,0.001773049645,0.001182732111,0.001773049645
JxPath18,15,4,102,91,0,0,15,4,0.1470588235,0.04395604396,0.1470588235,0.04395604396
JxPath19,18,6,1613,1601,0,0,18,6,0.01115933044,0.003747657714,0.01115933044,0.003747657714
JxPath2,9,0,154,145,0,0,9,0,0.05844155844,0,0.05844155844,0
JxPath20,10,1,167,158,0,0,10,1,0.05988023952,0.006329113924,0.05988023952,0.006329113924
JxPath21,2,1,255,254,0,0,2,1,0.007843137255,0.003937007874,0.007843137255,0.003937007874
JxPath22,3,3,792,792,0,0,3,3,0.003787878788,0.003787878788,0.003787878788,0.003787878788
JxPath3,14,0,238,224,0,0,14,0,0.05882352941,0,0.05882352941,0
