url,addedInModifiedFiles,deletedFromModifiedFiles,sizeOfModifiedFilesNew,sizeOfModifiedFilesOld,addedFilesSize,removedFilesSize,addedInModifiedFiles + addedFilesSize,deletedFromModifiedFiles + removedFilesSize,addedInModifiedFiles   sizeOfModifiedFilesNew,deletedInModifiedFiles   sizeOfModifiedFilesOld,(addedInModifiedFiles + addedFilesSize)    ( sizeOfModifiedFilesNew + addedFilesSize),(deletedInModifiedFiles + removedFilesSize)   (sizeOfModifiedFilesOld + removedFilesSize)
https:github.com/commit/orientechnologiesorientdb1089957b645bde069d3864563bbf1f7c7da8045c,6,2,1506,1502,32,0,38,2,0.003984063745,0.001331557923,0.02470741222,0.001331557923
https:github.com/commit/osmandappOsmandc45b9e6615181b7d8f4d7b5b1cc141169081c02c,65,58,508,501,0,0,65,58,0.1279527559,0.1157684631,0.1279527559,0.1157684631
https:github.com/commit/phishman3579java-algorithms-implementation4ffcb5a65e6d24c58ef75a5cd7692e875619548d,52,36,2347,2331,0,0,52,36,0.02215594376,0.01544401544,0.02215594376,0.01544401544
https:github.com/commit/phishman3579java-algorithms-implementationf2385a56e6aa040ea4ff18a23ce5b63a4eeacf29,64,49,745,730,0,0,64,49,0.08590604027,0.06712328767,0.08590604027,0.06712328767
https:github.com/commit/pockethubPocketHuba7401e5091c06c68fae499ea1972b40143c66fa9,21,46,263,288,36,0,57,46,0.07984790875,0.1597222222,0.1906354515,0.1597222222
https:github.com/commit/processingprocessing8707194f003444a9fb8e00bffa2893ef0c2492c6,46,35,953,942,0,0,46,35,0.04826862539,0.03715498938,0.04826862539,0.03715498938
https:github.com/commit/processingprocessingacf67c8cb58d13827e14bbeeec11a66f9277015f,14,14,14921,14921,0,0,14,14,0.0009382749145,0.0009382749145,0.0009382749145,0.0009382749145
https:github.com/commit/processingprocessingd7f781da42e54824c17875a6036d3448672637f5,15,16,8610,8611,0,0,15,16,0.001742160279,0.001858088491,0.001742160279,0.001858088491
https:github.com/commit/processingprocessingf36b736cf1206dd1af794d6fb4cee967a3553b1f,22,17,2962,2957,0,0,22,17,0.00742741391,0.005749070003,0.00742741391,0.005749070003
https:github.com/commit/raphwbyte-buddyf1dfb66a368760e77094ac1e3860b332cf0e4eb5,5,20,319,334,0,0,5,20,0.01567398119,0.05988023952,0.01567398119,0.05988023952
https:github.com/commit/raphwbyte-buddyfd000ca2e78fce2f8aa11e6a81e4f23c2f1348e6,16,1,131,116,0,0,16,1,0.1221374046,0.008620689655,0.1221374046,0.008620689655
https:github.com/commit/ratpackratpackda6167af3bdbf7663af6c20fb603aba27dd5e174,14,7,255,248,0,0,14,7,0.05490196078,0.02822580645,0.05490196078,0.02822580645
https:github.com/commit/real-logicAeron35893c115ba23bd62a7036a33390420f074ce660,54,74,494,514,0,0,54,74,0.1093117409,0.1439688716,0.1093117409,0.1439688716
https:github.com/commit/redsolutionxabber-androidfaaf826e901f43d1b46105b18e655eb120f3ffef,4,2,313,311,5,0,9,2,0.01277955272,0.006430868167,0.02830188679,0.006430868167
https:github.com/commit/restletrestlet-framework-java7ffe37983e2f09637b0c84d526a2f824de652de4,63,11,631,579,0,0,63,11,0.09984152139,0.01899827288,0.09984152139,0.01899827288
https:github.com/commit/robovmrobovm7837d0baf1aef45340eec699516a8c3a22aeb553,22,17,979,974,0,0,22,17,0.02247191011,0.01745379877,0.02247191011,0.01745379877
https:github.com/commit/rstudiorstudio4983f83d1bedb7b737fc56d409c1c06b04e34e4e,44,26,792,774,0,0,44,26,0.05555555556,0.03359173127,0.05555555556,0.03359173127
https:github.com/commit/rstudiorstudiocb49e436b9d7ee55f2531ebc2ef1863f5c9ba9fe,7,2,109,104,0,0,7,2,0.06422018349,0.01923076923,0.06422018349,0.01923076923
https:github.com/commit/selendroidselendroide4a309c160285708f917ea23238573da3b677f7f,4,1,604,601,0,0,4,1,0.006622516556,0.001663893511,0.006622516556,0.001663893511
https:github.com/commit/spotifyhelios3ffd70929c08be5cf14f156189e8050969caa87e,36,16,1624,1604,0,0,36,16,0.02216748768,0.009975062344,0.02216748768,0.009975062344
https:github.com/commit/spotifyheliosda39bfeb9c370abe2d86e6e327fade252434090d,36,39,244,247,0,0,36,39,0.1475409836,0.1578947368,0.1475409836,0.1578947368
https:github.com/commit/spring-projectsspring-boot1cfc6f64f64353bc5530a8ce8cdacfc3eba3e7b2,57,16,387,346,0,0,57,16,0.1472868217,0.04624277457,0.1472868217,0.04624277457
https:github.com/commit/spring-projectsspring-boot20d39f7af2165c67d5221f556f58820c992d2cc6,26,26,241,241,0,0,26,26,0.1078838174,0.1078838174,0.1078838174,0.1078838174
https:github.com/commit/spring-projectsspring-bootcb98ee25ff52bf97faebe3f45cdef0ced9b4416e,47,120,535,608,0,0,47,120,0.08785046729,0.1973684211,0.08785046729,0.1973684211
https:github.com/commit/spring-projectsspring-data-mongodb3224fa8ce7e0079d6ad507e17534cdf01f758876,74,5,1485,1416,0,0,74,5,0.04983164983,0.003531073446,0.04983164983,0.003531073446
https:github.com/commit/spring-projectsspring-frameworkdd4bc630c3de70204081ab196945d6b55ab03beb,65,55,390,380,0,0,65,55,0.1666666667,0.1447368421,0.1666666667,0.1447368421
https:github.com/commit/spring-projectsspring-hateoas8bdc57ba8975d851fe91edc908761aacea624766,19,20,81,82,0,0,19,20,0.2345679012,0.243902439,0.2345679012,0.243902439
https:github.com/commit/spring-projectsspring-integration247232bdde24b81814a82100743f77d881aaf06b,131,43,1035,947,0,0,131,43,0.1265700483,0.04540654699,0.1265700483,0.04540654699
https:github.com/commit/spring-projectsspring-securityfcc9a34356817d93c24b5ccf3107ec234a28b136,28,364,128,464,1671,0,1699,364,0.21875,0.7844827586,0.9444135631,0.7844827586
https:github.com/commit/squarejavapoet5a37c2aa596377cb4c9b6f916614407fd0a7d3db,19,186,182,349,378,0,397,186,0.1043956044,0.5329512894,0.7089285714,0.5329512894
https:github.com/commit/structrstructr6c59050b8b03adf6d8043f3fb7add0496f447edf,22,8,340,326,0,0,22,8,0.06470588235,0.0245398773,0.06470588235,0.0245398773
https:github.com/commit/wicketstuffcore8ea46f48063c38473c12ca7c114106ca910b6e74,35,46,186,197,0,0,35,46,0.188172043,0.2335025381,0.188172043,0.2335025381
https:github.com/commit/wildflywildfly37d842bfed9779e662321a5ee43c36b058386843,21,73,248,300,0,0,21,73,0.08467741935,0.2433333333,0.08467741935,0.2433333333
https:github.com/commit/wildflywildflyd7675fb0b19d3d22978e79954f441eeefd74a3b2,69,51,219,201,150,0,219,51,0.3150684932,0.2537313433,0.593495935,0.2537313433
https:github.com/commit/wordpress-mobileWordPress-Android2252ed3754bff8c39db48d172ac76ac5a4e15359,18,80,1386,1448,0,0,18,80,0.01298701299,0.05524861878,0.01298701299,0.05524861878
https:github.com/commit/wordpress-mobileWordPress-Android3b95d10985776fb7b710089ff71074fd2bf860ee,66,18,488,440,0,0,66,18,0.1352459016,0.04090909091,0.1352459016,0.04090909091
https:github.com/commit/wordpress-mobileWordPress-Androidf8d5cf01f123a1d0a65857aa2db0571fe9cd1911,19,8,509,498,0,0,19,8,0.0373280943,0.01606425703,0.0373280943,0.01606425703
https:github.com/commit/xetorthiojedisd4b4aecbc69bbd04ba87c4e32a52cff3d129906a,23,3,155,135,0,0,23,3,0.1483870968,0.02222222222,0.1483870968,0.02222222222
https:github.com/commit/zeromqjeromq02d3fa171d02c9d82c7bdcaeb739f47d0c0006a0,38,19,1473,1454,0,0,38,19,0.02579769179,0.01306740028,0.02579769179,0.01306740028
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,#REF!,,,
