url,srcFileName,ignoredMappings,ignoredElements,RMD_TP_raw_abstractMapping,RMD_TP_abstractMapping,RMD_FP_abstractMapping,RMD_FN_abstractMapping,RMD_TP_raw_programElement,RMD_TP_programElement,RMD_FP_programElement,RMD_FN_programElement,GTG_TP_raw_abstractMapping,GTG_TP_abstractMapping,GTG_FP_abstractMapping,GTG_FN_abstractMapping,GTG_TP_raw_programElement,GTG_TP_programElement,GTG_FP_programElement,GTG_FN_programElement,GTS_TP_raw_abstractMapping,GTS_TP_abstractMapping,GTS_FP_abstractMapping,GTS_FN_abstractMapping,GTS_TP_raw_programElement,GTS_TP_programElement,GTS_FP_programElement,GTS_FN_programElement
Closure/155,src_com_google_javascript_jscomp_InlineVariables,348,36,433,85,0,0,40,4,0,0,428,80,0,5,40,4,0,0,431,83,0,2,40,4,0,0
Closure/155,src_com_google_javascript_jscomp_ReferenceCollectingCallback,377,65,399,22,0,0,67,2,0,0,395,18,2,4,67,2,0,0,398,21,0,1,67,2,0,0
Closure/155,src_com_google_javascript_jscomp_Scope,316,59,319,3,0,0,60,1,0,0,316,0,0,3,60,1,0,0,319,3,0,0,60,1,0,0
Closure/156,src_com_google_javascript_jscomp_CollapseProperties,372,26,494,122,0,0,32,6,0,0,492,120,0,2,32,6,0,0,491,119,0,3,32,6,0,0
Closure/157,src_com_google_javascript_jscomp_CodeGenerator,407,35,896,489,0,0,37,2,0,0,847,440,12,49,37,2,0,0,886,479,6,10,37,2,0,0
Closure/157,src_com_google_javascript_jscomp_RenamePrototypes,201,31,272,71,0,0,35,4,0,0,270,69,0,2,35,4,0,0,272,71,0,0,35,4,0,0
Closure/157,src_com_google_javascript_jscomp_parsing_IRFactory,1123,89,1143,20,2,1,92,3,0,0,1136,13,2,8,92,3,0,0,1141,18,4,3,92,3,0,0
Closure/158,src_com_google_javascript_jscomp_AbstractCommandLineRunner,979,130,1038,59,1,8,133,3,0,0,1032,53,11,14,133,3,1,0,1038,59,12,8,133,3,2,0
Closure/158,src_com_google_javascript_jscomp_CommandLineRunner,176,59,237,61,3,2,66,7,0,0,230,54,17,9,66,7,0,0,237,61,17,2,66,7,0,0
Closure/158,src_com_google_javascript_jscomp_DiagnosticGroups,40,29,52,12,0,0,31,2,0,0,51,11,1,1,31,2,0,0,51,11,1,1,31,2,0,0
Closure/159,src_com_google_javascript_jscomp_InlineFunctions,847,122,866,19,0,0,124,2,0,0,859,12,10,7,124,2,0,0,861,14,7,5,124,2,0,0
Closure/16,src_com_google_javascript_jscomp_ScopedAliases,296,46,342,46,0,0,52,6,0,0,336,40,2,6,52,6,0,0,335,39,4,7,51,5,0,1
Closure/160,src_com_google_javascript_jscomp_Compiler,1442,204,1478,36,1,8,206,2,0,0,1483,41,0,3,206,2,0,0,1485,43,3,1,206,2,0,0
Closure/161,src_com_google_javascript_jscomp_PeepholeFoldConstants,1049,36,1089,40,0,0,38,2,0,0,1087,38,0,2,38,2,0,0,1089,40,0,0,38,2,0,0
Closure/164,src_com_google_javascript_rhino_jstype_ArrowType,141,17,182,41,0,0,19,2,0,0,182,41,0,0,19,2,0,0,182,41,0,0,19,2,0,0
Closure/165,src_com_google_javascript_rhino_jstype_JSTypeRegistry,953,104,972,19,0,0,106,2,0,0,969,16,0,3,106,2,0,0,972,19,0,0,106,2,0,0
Closure/165,src_com_google_javascript_rhino_jstype_ObjectType,448,75,453,5,0,0,76,1,0,0,449,1,0,4,76,1,0,0,453,5,0,0,76,1,0,0
Closure/165,src_com_google_javascript_rhino_jstype_RecordType,81,9,159,78,0,0,13,4,0,0,155,74,4,4,12,3,1,1,155,74,4,4,12,3,1,1
Closure/165,src_com_google_javascript_rhino_jstype_RecordTypeBuilder,37,11,48,11,0,0,13,2,0,0,48,11,0,0,13,2,0,0,48,11,0,0,13,2,0,0
Closure/166,src_com_google_javascript_rhino_jstype_PrototypeObjectType,457,49,472,15,0,0,51,2,0,0,470,13,0,2,51,2,0,0,472,15,0,0,51,2,0,0
Closure/167,src_com_google_javascript_jscomp_type_SemanticReverseAbstractInterpreter,364,32,490,126,0,0,38,6,0,0,487,123,6,3,38,6,0,0,477,113,4,13,38,6,0,0
Closure/167,src_com_google_javascript_rhino_jstype_JSType,801,123,817,16,0,0,125,2,0,0,813,12,0,4,125,2,0,0,817,16,0,0,125,2,0,0
Closure/168,src_com_google_javascript_jscomp_TypedScopeCreator,1233,100,1286,53,0,0,105,5,0,0,1283,50,0,3,105,5,0,0,1286,53,0,0,105,5,0,0
Closure/169,src_com_google_javascript_rhino_jstype_ArrowType,172,18,213,41,0,0,21,3,0,0,211,39,2,2,21,3,0,0,209,37,0,4,21,3,0,0
Closure/169,src_com_google_javascript_rhino_jstype_FunctionType,823,82,883,60,0,0,86,4,0,0,879,56,1,4,86,4,0,0,881,58,0,2,86,4,0,0
Closure/169,src_com_google_javascript_rhino_jstype_JSType,821,125,908,87,0,0,130,5,0,0,887,66,7,21,128,3,0,2,902,81,4,6,130,5,0,0
Closure/169,src_com_google_javascript_rhino_jstype_RecordType,85,12,169,84,0,0,16,4,0,0,165,80,6,4,16,4,0,0,165,80,2,4,16,4,0,0
Closure/169,src_com_google_javascript_rhino_jstype_UnionType,486,40,520,34,0,0,43,3,0,0,515,29,3,5,43,3,0,0,516,30,0,4,43,3,0,0
Closure/17,src_com_google_javascript_jscomp_TypedScopeCreator,1217,102,1270,53,0,0,105,3,0,0,1262,45,2,8,105,3,0,0,1269,52,2,1,105,3,0,0
Closure/170,src_com_google_javascript_jscomp_FlowSensitiveInlineVariables,300,32,327,27,1,1,36,4,0,0,325,25,1,3,36,4,0,0,327,27,1,1,36,4,0,0
Closure/171,src_com_google_javascript_jscomp_TypeInference,1090,73,1132,42,0,0,75,2,0,0,1130,40,3,2,75,2,0,0,1132,42,3,0,75,2,0,0
Closure/171,src_com_google_javascript_jscomp_TypedScopeCreator,1321,106,1364,43,0,0,109,3,0,0,1357,36,0,7,109,3,0,0,1364,43,0,0,109,3,0,0
Closure/172,src_com_google_javascript_jscomp_TypedScopeCreator,1322,106,1368,46,0,0,109,3,0,0,1360,38,1,8,109,3,0,0,1367,45,1,1,109,3,0,0
Closure/173,src_com_google_javascript_jscomp_CodeGenerator,513,43,1013,500,0,0,45,2,0,0,1008,495,2,5,45,2,0,0,1010,497,3,3,45,2,0,0
Closure/173,src_com_google_javascript_jscomp_PeepholeSubstituteAlternateSyntax,410,26,448,38,0,0,28,2,0,0,445,35,1,3,28,2,0,0,448,38,0,0,28,2,0,0
Closure/175,src_com_google_javascript_jscomp_FunctionInjector,447,43,502,55,1,0,46,3,0,0,500,53,26,2,46,3,0,0,500,53,1,2,46,3,0,0
Closure/18,src_com_google_javascript_jscomp_Compiler,1761,239,1849,88,0,0,241,2,0,0,1846,85,0,3,241,2,0,0,1849,88,0,0,241,2,0,0
Closure/19,src_com_google_javascript_jscomp_type_ChainableReverseAbstractInterpreter,602,89,627,25,0,0,91,2,0,0,622,20,1,5,91,2,0,0,627,25,0,0,91,2,0,0
Closure/2,src_com_google_javascript_jscomp_TypeCheck,1158,91,1188,30,0,0,93,2,0,0,1185,27,0,3,93,2,0,0,1188,30,0,0,93,2,0,0
Closure/20,src_com_google_javascript_jscomp_PeepholeSubstituteAlternateSyntax,1150,60,1171,21,0,0,62,2,0,0,1169,19,0,2,62,2,0,0,1171,21,0,0,62,2,0,0
Closure/21,src_com_google_javascript_jscomp_CheckSideEffects,89,16,131,42,0,0,18,2,0,0,131,42,3,0,18,2,0,0,131,42,0,0,18,2,0,0
Closure/22,src_com_google_javascript_jscomp_CheckSideEffects,89,16,126,37,2,4,18,2,0,0,130,41,4,0,18,2,0,0,130,41,2,0,18,2,0,0
Closure/23,src_com_google_javascript_jscomp_PeepholeFoldConstants,1167,42,1212,45,0,1,44,2,0,0,1211,44,2,2,44,2,0,0,1213,46,0,0,44,2,0,0
Closure/24,src_com_google_javascript_jscomp_ScopedAliases,268,45,296,28,0,0,48,3,0,0,289,21,2,7,48,3,0,0,294,26,2,2,48,3,0,0
Closure/25,src_com_google_javascript_jscomp_TypeInference,958,62,985,27,3,3,64,2,0,0,983,25,0,5,64,2,0,0,988,30,0,0,64,2,0,0
Closure/26,src_com_google_javascript_jscomp_ProcessCommonJSModules,160,25,188,28,0,0,29,4,0,0,185,25,0,3,29,4,0,0,188,28,0,0,29,4,0,0
Closure/27,src_com_google_javascript_rhino_IR,704,69,732,28,0,0,72,3,0,0,729,25,0,3,72,3,0,0,732,28,0,0,72,3,0,0
Closure/28,src_com_google_javascript_jscomp_InlineCostEstimator,58,16,65,7,0,0,18,2,0,0,65,7,0,0,18,2,0,0,65,7,0,0,18,2,0,0
Closure/29,src_com_google_javascript_jscomp_InlineObjectLiterals,206,15,258,52,0,0,18,3,0,0,253,47,0,5,18,3,0,0,258,52,0,0,18,3,0,0
Closure/3,src_com_google_javascript_jscomp_FlowSensitiveInlineVariables,222,31,324,102,0,0,36,5,0,0,322,100,0,2,36,5,0,0,324,102,0,0,36,5,0,0
Closure/30,src_com_google_javascript_jscomp_FlowSensitiveInlineVariables,292,32,306,14,0,0,34,2,0,0,304,12,0,2,34,2,0,0,306,14,0,0,34,2,0,0
Closure/30,src_com_google_javascript_jscomp_MustBeReachingVariableDef,269,25,311,42,0,0,30,5,0,0,308,39,0,3,30,5,0,0,311,42,0,0,30,5,0,0
Closure/31,src_com_google_javascript_jscomp_Compiler,1694,233,1800,106,0,0,235,2,0,0,1797,103,0,3,235,2,0,0,1800,106,0,0,235,2,0,0
Closure/32,src_com_google_javascript_jscomp_parsing_JsDocInfoParser,1566,89,1637,71,0,0,91,2,0,0,1633,67,0,4,91,2,0,0,1636,70,0,1,91,2,0,0
Closure/33,src_com_google_javascript_rhino_jstype_PrototypeObjectType,441,48,462,21,0,0,50,2,0,0,460,19,0,2,50,2,0,0,462,21,0,0,50,2,0,0
Closure/34,src_com_google_javascript_jscomp_CodeGenerator,448,37,959,511,1,2,40,3,0,0,955,507,9,6,40,3,0,0,959,511,5,2,40,3,0,0
Closure/34,src_com_google_javascript_jscomp_CodePrinter,444,80,466,22,0,0,83,3,0,0,464,20,0,2,83,3,0,0,466,22,0,0,83,3,0,0
Closure/35,src_com_google_javascript_jscomp_TypeInference,981,62,994,13,0,2,64,2,0,0,993,12,6,3,64,2,0,0,994,13,2,2,64,2,0,0
Closure/36,src_com_google_javascript_jscomp_InlineVariables,424,39,463,39,0,0,42,3,0,0,458,34,0,5,42,3,0,0,463,39,0,0,42,3,0,0
Closure/37,src_com_google_javascript_jscomp_NodeTraversal,505,70,532,27,0,0,72,2,0,0,529,24,0,3,72,2,0,0,532,27,0,0,72,2,0,0
Closure/37,src_com_google_javascript_jscomp_parsing_IRFactory,1048,96,1096,48,0,0,99,3,0,0,1091,43,0,5,99,3,0,0,1096,48,0,0,99,3,0,0
Closure/38,src_com_google_javascript_jscomp_CodeConsumer,189,35,220,31,0,0,37,2,0,0,220,31,0,0,37,2,0,0,220,31,0,0,37,2,0,0
Closure/39,src_com_google_javascript_rhino_jstype_PrototypeObjectType,405,47,447,42,0,0,49,2,0,0,445,40,0,2,49,2,0,0,444,39,0,3,49,2,0,0
Closure/4,src_com_google_javascript_rhino_jstype_NamedType,242,33,271,29,0,0,35,2,0,0,269,27,0,2,35,2,0,0,271,29,0,0,35,2,0,0
Closure/40,src_com_google_javascript_jscomp_NameAnalyzer,1130,121,1187,57,0,0,124,3,0,0,1180,50,7,7,124,3,0,0,1179,49,10,8,124,3,0,0
Closure/41,src_com_google_javascript_jscomp_FunctionTypeBuilder,456,77,551,95,0,0,80,3,0,0,548,92,0,3,80,3,0,0,551,95,0,0,80,3,0,0
Closure/42,src_com_google_javascript_jscomp_parsing_IRFactory,1081,96,1092,11,0,0,99,3,0,0,1087,6,0,5,99,3,0,0,1092,11,0,0,99,3,0,0
Closure/43,src_com_google_javascript_jscomp_TypedScopeCreator,1151,100,1231,80,0,0,104,4,0,0,1224,73,0,7,104,4,0,0,1231,80,0,0,104,4,0,0
Closure/44,src_com_google_javascript_jscomp_CodeConsumer,199,35,215,16,0,0,37,2,0,0,215,16,0,0,37,2,0,0,215,16,0,0,37,2,0,0
Closure/45,src_com_google_javascript_jscomp_RemoveUnusedVars,526,55,582,56,0,2,59,4,0,0,581,55,4,3,59,4,0,0,581,55,1,3,59,4,0,0
Closure/46,src_com_google_javascript_rhino_jstype_RecordType,156,12,159,3,0,0,13,1,0,0,159,3,0,0,13,1,0,0,159,3,0,0,13,1,0,0
Closure/47,src_com_google_debugging_sourcemap_SourceMapConsumerV3,545,76,566,21,0,0,78,2,0,0,563,18,0,3,78,2,0,0,566,21,0,0,78,2,0,0
Closure/47,src_com_google_javascript_jscomp_SourceMap,115,24,133,18,0,0,26,2,0,0,133,18,0,0,26,2,0,0,133,18,0,0,26,2,0,0
Closure/48,src_com_google_javascript_jscomp_TypedScopeCreator,1136,100,1213,77,1,2,103,3,0,0,1206,70,1,9,103,3,0,0,1213,77,2,2,103,3,0,0
Closure/49,src_com_google_javascript_jscomp_MakeDeclaredNamesUnique,353,62,425,72,4,8,66,4,0,0,431,78,5,2,66,4,0,0,432,79,2,1,66,4,0,0
Closure/5,src_com_google_javascript_jscomp_InlineObjectLiterals,206,15,268,62,0,0,18,3,0,0,263,57,0,5,18,3,0,0,268,62,0,0,18,3,0,0
Closure/50,src_com_google_javascript_jscomp_PeepholeReplaceKnownMethods,381,14,475,94,0,0,16,2,0,0,473,92,0,2,16,2,0,0,475,94,0,0,16,2,0,0
Closure/51,src_com_google_javascript_jscomp_CodeConsumer,180,34,210,30,0,0,36,2,0,0,210,30,0,0,36,2,0,0,210,30,0,0,36,2,0,0
Closure/52,src_com_google_javascript_jscomp_CodeGenerator,921,39,937,16,0,0,41,2,0,0,935,14,0,2,41,2,0,0,937,16,0,0,41,2,0,0
Closure/53,src_com_google_javascript_jscomp_InlineObjectLiterals,205,15,254,49,0,0,18,3,0,0,249,44,0,5,18,3,0,0,254,49,0,0,18,3,0,0
Closure/54,src_com_google_javascript_jscomp_TypedScopeCreator,1047,90,1118,71,0,0,93,3,0,0,1111,64,0,7,93,3,0,0,1118,71,0,0,93,3,0,0
Closure/54,src_com_google_javascript_rhino_jstype_FunctionType,708,71,754,46,0,0,74,3,0,0,750,42,1,4,74,3,0,0,753,45,1,1,74,3,0,0
Closure/55,src_com_google_javascript_jscomp_FunctionRewriter,339,53,350,11,0,0,55,2,0,0,342,3,0,8,54,1,0,1,350,11,0,0,55,2,0,0
Closure/56,src_com_google_javascript_jscomp_SourceFile,344,59,380,36,0,0,61,2,0,0,376,32,1,4,61,2,0,0,379,35,1,1,61,2,0,0
Closure/57,src_com_google_javascript_jscomp_ClosureCodingConvention,271,25,298,27,0,0,27,2,0,0,295,24,0,3,27,2,0,0,298,27,0,0,27,2,0,0
Closure/58,src_com_google_javascript_jscomp_LiveVariablesAnalysis,150,24,227,77,0,0,26,2,0,0,225,75,0,2,26,2,0,0,227,77,0,0,26,2,0,0
Closure/59,src_com_google_javascript_jscomp_Compiler,1471,207,1514,43,0,0,209,2,0,0,1511,40,0,3,209,2,0,0,1514,43,0,0,209,2,0,0
Closure/6,src_com_google_javascript_jscomp_TypeValidator,471,57,507,36,0,0,60,3,0,0,501,30,5,6,60,3,0,0,501,30,8,6,60,3,0,0
Closure/60,src_com_google_javascript_jscomp_NodeUtil,2259,188,2335,76,0,0,191,3,0,0,2329,70,2,6,191,3,0,0,2334,75,1,1,191,3,0,0
Closure/61,src_com_google_javascript_jscomp_NodeUtil,2286,189,2328,42,0,0,191,2,0,0,2324,38,0,4,191,2,0,0,2328,42,0,0,191,2,0,0
Closure/62,src_com_google_javascript_jscomp_LightweightMessageFormatter,90,11,133,43,0,0,13,2,0,0,133,43,0,0,13,2,0,0,133,43,0,0,13,2,0,0
Closure/64,src_com_google_javascript_jscomp_Compiler,1411,201,1482,71,0,0,206,5,0,0,1479,68,0,3,206,5,0,0,1482,71,0,0,206,5,0,0
Closure/65,src_com_google_javascript_jscomp_CodeGenerator,862,39,937,75,0,0,41,2,0,0,935,73,0,2,41,2,0,0,937,75,0,0,41,2,0,0
Closure/66,src_com_google_javascript_jscomp_TypeCheck,865,87,1149,284,0,0,89,2,0,0,1105,240,0,44,89,2,0,0,1149,284,0,0,89,2,0,0
Closure/67,src_com_google_javascript_jscomp_AnalyzePrototypeProperties,451,84,475,24,0,0,87,3,0,0,470,19,0,5,87,3,0,0,475,24,0,0,87,3,0,0
Closure/68,src_com_google_javascript_jscomp_parsing_JsDocInfoParser,970,85,1603,633,0,0,89,4,0,0,1595,625,0,8,89,4,0,0,1603,633,0,0,89,4,0,0
Closure/69,src_com_google_javascript_jscomp_TypeCheck,1111,87,1146,35,0,0,89,2,0,0,1143,32,0,3,89,2,0,0,1146,35,0,0,89,2,0,0
Closure/7,src_com_google_javascript_jscomp_type_ChainableReverseAbstractInterpreter,609,88,637,28,0,0,91,3,0,0,628,19,2,9,91,3,0,0,631,22,0,6,91,3,0,0
Closure/70,src_com_google_javascript_jscomp_TypedScopeCreator,1147,91,1179,32,0,0,94,3,0,0,1176,29,0,3,94,3,0,0,1179,32,0,0,94,3,0,0
Closure/71,src_com_google_javascript_jscomp_CheckAccessControls,335,39,392,57,0,0,41,2,0,0,390,55,3,2,41,2,0,0,392,57,0,0,41,2,0,0
Closure/72,src_com_google_javascript_jscomp_FunctionToBlockMutator,240,18,250,10,0,0,20,2,0,0,248,8,0,2,20,2,0,0,250,10,0,0,20,2,0,0
Closure/72,src_com_google_javascript_jscomp_RenameLabels,123,25,157,34,0,0,28,3,0,0,157,34,0,0,28,3,0,0,156,33,0,1,28,3,0,0
Closure/73,src_com_google_javascript_jscomp_CodeGenerator,851,37,926,75,0,0,39,2,0,0,924,73,0,2,39,2,0,0,926,75,0,0,39,2,0,0
Closure/74,src_com_google_javascript_jscomp_PeepholeFoldConstants,1173,42,1326,153,0,2,44,2,0,0,1324,151,0,4,44,2,0,0,1322,149,0,6,44,2,0,0
Closure/75,src_com_google_javascript_jscomp_NodeUtil,2266,184,2315,49,3,3,187,3,0,0,2314,48,0,4,187,3,0,0,2318,52,0,0,187,3,0,0
Closure/76,src_com_google_javascript_jscomp_DeadAssignmentsElimination,192,14,255,63,0,3,17,3,0,0,250,58,4,8,17,3,0,0,254,62,4,4,17,3,0,0
Closure/77,src_com_google_javascript_jscomp_CodeGenerator,814,35,885,71,0,0,37,2,0,0,883,69,0,2,37,2,0,0,885,71,0,0,37,2,0,0
Closure/78,src_com_google_javascript_jscomp_PeepholeFoldConstants,1195,41,1266,71,0,0,43,2,0,0,1264,69,0,2,43,2,0,0,1266,71,0,0,43,2,0,0
Closure/79,src_com_google_javascript_jscomp_Normalize,503,48,525,22,0,0,50,2,0,0,523,20,0,2,50,2,0,0,525,22,0,0,50,2,0,0
Closure/79,src_com_google_javascript_jscomp_VarCheck,140,21,155,15,0,0,23,2,0,0,155,15,0,0,23,2,0,0,155,15,0,0,23,2,0,0
Closure/8,src_com_google_javascript_jscomp_CollapseVariableDeclarations,110,14,134,24,0,0,17,3,0,0,134,24,1,0,17,3,0,0,134,24,0,0,17,3,0,0
Closure/80,src_com_google_javascript_jscomp_NodeUtil,2244,184,2316,72,0,0,187,3,0,0,2312,68,0,4,187,3,0,0,2316,72,0,0,187,3,0,0
Closure/81,src_com_google_javascript_jscomp_parsing_IRFactory,1063,82,1106,43,0,0,85,3,0,0,1100,37,0,6,85,3,0,0,1106,43,0,0,85,3,0,0
Closure/82,src_com_google_javascript_rhino_jstype_JSType,651,102,662,11,0,0,104,2,0,0,658,7,0,4,104,2,0,0,662,11,0,0,104,2,0,0
Closure/83,src_com_google_javascript_jscomp_CommandLineRunner,160,57,197,37,0,0,61,4,0,0,192,32,2,5,61,4,0,0,196,36,0,1,61,4,0,0
Closure/84,src_com_google_javascript_jscomp_parsing_IRFactory,1027,77,1057,30,0,0,81,4,0,0,1051,24,0,6,81,4,0,0,1057,30,0,0,81,4,0,0
Closure/85,src_com_google_javascript_jscomp_UnreachableCodeElimination,85,11,129,44,0,0,14,3,0,0,129,44,0,0,14,3,0,0,129,44,0,0,14,3,0,0
Closure/86,src_com_google_javascript_jscomp_NodeUtil,1874,153,1921,47,4,4,155,2,0,0,1921,47,0,4,155,2,0,0,1925,51,0,0,155,2,0,0
Closure/87,src_com_google_javascript_jscomp_PeepholeSubstituteAlternateSyntax,672,33,688,16,0,0,35,2,0,0,676,4,2,12,34,1,0,1,688,16,0,0,35,2,0,0
Closure/88,src_com_google_javascript_jscomp_DeadAssignmentsElimination,197,14,224,27,0,0,16,2,0,0,222,25,0,2,16,2,0,0,223,26,0,1,16,2,0,0
Closure/89,src_com_google_javascript_jscomp_CollapseProperties,434,30,467,33,0,0,32,2,0,0,465,31,0,2,32,2,0,0,467,33,0,0,32,2,0,0
Closure/89,src_com_google_javascript_jscomp_GlobalNamespace,699,85,725,26,0,0,88,3,0,0,723,24,0,2,88,3,0,0,725,26,0,0,88,3,0,0
Closure/9,src_com_google_javascript_jscomp_ProcessCommonJSModules,155,27,193,38,0,0,31,4,0,0,189,34,2,4,31,4,0,0,192,37,2,1,31,4,0,0
Closure/90,src_com_google_javascript_jscomp_FunctionTypeBuilder,414,52,432,18,0,0,55,3,0,0,429,15,0,3,55,3,0,0,432,18,0,0,55,3,0,0
Closure/90,src_com_google_javascript_rhino_jstype_FunctionType,630,64,663,33,0,0,66,2,0,0,660,30,0,3,66,2,0,0,663,33,0,0,66,2,0,0
Closure/91,src_com_google_javascript_jscomp_CheckGlobalThis,49,8,90,41,0,0,10,2,0,0,90,41,0,0,10,2,0,0,90,41,0,0,10,2,0,0
Closure/92,src_com_google_javascript_jscomp_ProcessClosurePrimitives,548,60,604,56,0,0,63,3,0,0,602,54,0,2,63,3,0,0,604,56,0,0,63,3,0,0
Closure/94,src_com_google_javascript_jscomp_NodeUtil,1724,141,1753,29,0,0,143,2,0,0,1749,25,0,4,143,2,0,0,1753,29,0,0,143,2,0,0
Closure/95,src_com_google_javascript_jscomp_TypedScopeCreator,947,81,1000,53,0,0,84,3,0,0,993,46,0,7,84,3,0,0,1000,53,0,0,84,3,0,0
Closure/96,src_com_google_javascript_jscomp_TypeCheck,1008,82,1040,32,0,0,84,2,0,0,1036,28,0,4,84,2,0,0,1039,31,0,1,84,2,0,0
Closure/97,src_com_google_javascript_jscomp_PeepholeFoldConstants,829,26,881,52,0,0,28,2,0,0,877,48,1,4,28,2,0,0,880,51,1,1,28,2,0,0
Closure/98,src_com_google_javascript_jscomp_ReferenceCollectingCallback,352,59,377,25,0,0,64,5,0,0,375,23,0,2,64,5,0,0,377,25,0,0,64,5,0,0
Closure/99,src_com_google_javascript_jscomp_CheckGlobalThis,49,8,93,44,0,0,10,2,0,0,90,41,4,3,10,2,0,0,85,36,3,8,10,2,0,0
Codec/1,src_java_org_apache_commons_codec_language_Caverphone,27,4,99,72,0,0,6,2,0,0,99,72,0,0,6,2,0,0,99,72,0,0,6,2,0,0
Codec/1,src_java_org_apache_commons_codec_language_Metaphone,89,15,303,214,0,0,17,2,0,0,298,209,0,5,17,2,0,0,303,214,0,0,17,2,0,0
Codec/1,src_java_org_apache_commons_codec_language_SoundexUtils,26,2,49,23,0,0,4,2,0,0,49,23,0,0,4,2,0,0,49,23,0,0,4,2,0,0
Codec/10,src_java_org_apache_commons_codec_language_Caverphone,27,4,100,73,0,0,6,2,0,0,100,73,0,0,6,2,0,0,100,73,0,0,6,2,0,0
Codec/12,src_main_java_org_apache_commons_codec_binary_BaseNCodecInputStream,66,7,70,4,0,0,8,1,0,0,70,4,0,0,8,1,0,0,70,4,0,0,8,1,0,0
Codec/13,src_main_java_org_apache_commons_codec_binary_StringUtils,141,17,144,3,0,0,18,1,0,0,141,0,0,3,18,1,0,0,144,3,0,0,18,1,0,0
Codec/13,src_main_java_org_apache_commons_codec_language_DoubleMetaphone,862,59,875,13,0,2,61,2,0,0,872,10,0,5,61,2,0,0,875,13,0,2,61,2,0,0
Codec/14,src_main_java_org_apache_commons_codec_language_bm_Lang,108,14,117,9,0,0,16,2,0,0,117,9,0,0,16,2,0,0,115,7,1,2,15,1,0,1
Codec/14,src_main_java_org_apache_commons_codec_language_bm_PhoneticEngine,265,38,303,38,0,1,40,2,0,0,300,35,3,4,40,2,0,0,303,38,1,1,40,2,0,0
Codec/14,src_main_java_org_apache_commons_codec_language_bm_Rule,525,63,560,35,0,0,66,3,0,0,557,32,0,3,66,3,0,0,560,35,0,0,66,3,0,0
Codec/16,src_main_java_org_apache_commons_codec_binary_Base32,247,24,251,4,0,0,26,2,0,0,248,1,0,3,26,2,0,0,251,4,0,0,26,2,0,0
Codec/17,src_main_java_org_apache_commons_codec_binary_StringUtils,169,19,181,12,0,0,21,2,0,0,178,9,1,3,21,2,0,0,179,10,0,2,21,2,0,0
Codec/2,src_java_org_apache_commons_codec_binary_Base64,382,51,448,66,0,0,53,2,0,0,445,63,0,3,53,2,0,0,448,66,0,0,53,2,0,0
Codec/3,src_java_org_apache_commons_codec_language_DoubleMetaphone,891,65,949,58,0,0,67,2,0,0,946,55,0,3,67,2,0,0,949,58,0,0,67,2,0,0
Codec/4,src_java_org_apache_commons_codec_binary_Base64,499,60,508,9,0,0,62,2,0,0,505,6,0,3,62,2,0,0,508,9,0,0,62,2,0,0
Codec/5,src_java_org_apache_commons_codec_binary_Base64,456,61,508,52,0,0,63,2,0,0,505,49,0,3,63,2,0,0,508,52,0,0,63,2,0,0
Codec/6,src_java_org_apache_commons_codec_binary_Base64InputStream,41,8,80,39,0,0,10,2,0,0,78,37,1,2,10,2,0,0,78,37,1,2,10,2,0,0
Codec/7,src_java_org_apache_commons_codec_binary_Base64,499,61,512,13,0,0,63,2,0,0,509,10,0,3,63,2,0,0,512,13,0,0,63,2,0,0
Codec/8,src_java_org_apache_commons_codec_binary_Base64,480,61,485,5,0,0,62,1,0,0,482,2,0,3,62,1,0,0,485,5,0,0,62,1,0,0
Codec/8,src_java_org_apache_commons_codec_binary_Base64InputStream,41,8,80,39,0,0,10,2,0,0,80,39,0,0,10,2,0,0,80,39,0,0,10,2,0,0
Codec/9,src_java_org_apache_commons_codec_binary_Base64,476,62,500,24,0,0,64,2,0,0,497,21,0,3,64,2,0,0,498,22,0,2,64,2,0,0
Collections/25,src_main_java_org_apache_commons_collections4_IteratorUtils,735,72,769,34,0,0,76,4,0,0,763,28,3,6,76,4,0,0,766,31,3,3,76,4,0,0
Collections/26,src_main_java_org_apache_commons_collections4_keyvalue_MultiKey,108,16,117,9,0,0,18,2,0,0,117,9,0,0,18,2,0,0,117,9,0,0,18,2,0,0
Collections/27,src_main_java_org_apache_commons_collections4_map_MultiValueMap,349,46,357,8,0,0,48,2,0,0,354,5,0,3,48,2,0,0,357,8,0,0,48,2,0,0
Collections/28,src_main_java_org_apache_commons_collections4_trie_AbstractPatriciaTrie,1851,214,1858,7,0,0,216,2,0,0,1855,4,0,3,216,2,0,0,1858,7,0,0,216,2,0,0
Compress/1,src_main_java_org_apache_commons_compress_archivers_cpio_CpioArchiveOutputStream,280,26,294,14,0,0,28,2,0,0,291,11,0,3,28,2,0,0,294,14,0,0,28,2,0,0
Compress/10,src_main_java_org_apache_commons_compress_archivers_zip_ZipFile,459,65,501,42,0,0,67,2,0,0,496,37,4,5,67,2,0,0,499,40,5,2,67,2,0,0
Compress/11,src_main_java_org_apache_commons_compress_archivers_ArchiveStreamFactory,61,8,117,56,0,0,10,2,0,0,117,56,0,0,10,2,0,0,117,56,0,0,10,2,0,0
Compress/12,src_main_java_org_apache_commons_compress_archivers_tar_TarArchiveInputStream,303,30,358,55,0,0,32,2,0,0,355,52,0,3,32,2,0,0,358,55,0,0,32,2,0,0
