"ParentTypesPair","First","Second","URL","FileName"
"SingleVariableDeclaration:VariableDeclarationExpression","PrimitiveType: int [14283,14286]","PrimitiveType: int [14694,14697]","https://github.com/osmandapp/Osmand/commit/c45b9e6615181b7d8f4d7b5b1cc141169081c02c","OsmAnd/src/net/osmand/plus/views/RouteLayer.java"
"ClassInstanceCreation:SingleVariableDeclaration","SimpleType: NullPointerException [17711,17731]","SimpleType: testLinkedList [7867,7881]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"ClassInstanceCreation:SingleVariableDeclaration","SimpleType: NullPointerException [9454,9474]","SimpleType: testJavaMinHeap [6719,6734]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"ParameterizedType:VariableDeclarationStatement","SimpleType: String [37836,37842]","SimpleType: String [32819,32825]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"FieldDeclaration:VariableDeclarationStatement","SimpleType: String [33287,33293]","SimpleType: String [12959,12965]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"FieldDeclaration:TypeLiteral","SimpleType: String [46579,46585]","SimpleType: String [26472,26478]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"FieldDeclaration:VariableDeclarationStatement","SimpleType: String [43316,43322]","SimpleType: String [33432,33438]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"FieldDeclaration:VariableDeclarationStatement","ParameterizedType: Collection<Integer> [44087,44106]","ParameterizedType: Collection<Integer> [30626,30645]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"ClassInstanceCreation:SingleVariableDeclaration","SimpleType: NullPointerException [24438,24458]","SimpleType: testTrieMap [9552,9563]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"FieldDeclaration:VariableDeclarationStatement","SimpleType: String [46444,46450]","SimpleType: String [30577,30583]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"ParameterizedType:SingleVariableDeclaration","SimpleType: String [41186,41192]","SimpleType: String [24358,24364]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"TypeLiteral:VariableDeclarationStatement","SimpleType: String [38475,38481]","SimpleType: String [33193,33199]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"ClassInstanceCreation:SingleVariableDeclaration","SimpleType: NullPointerException [12438,12458]","SimpleType: testJavaArrayList [7489,7506]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"ClassInstanceCreation:SingleVariableDeclaration","SimpleType: NullPointerException [21444,21464]","SimpleType: testJavaStack [8535,8548]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"ClassInstanceCreation:SingleVariableDeclaration","SimpleType: NullPointerException [27434,27454]","SimpleType: testSkipListMap [9925,9940]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"FieldDeclaration:VariableDeclarationStatement","ParameterizedType: Collection<Integer> [44461,44480]","ParameterizedType: Collection<Integer> [31223,31242]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"MethodDeclaration:VariableDeclarationStatement","PrimitiveType: boolean [73416,73423]","PrimitiveType: boolean [13777,13784]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"ParameterizedType:VariableDeclarationStatement","SimpleType: String [34022,34028]","SimpleType: String [27718,27724]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"MethodDeclaration:VariableDeclarationExpression","PrimitiveType: int [21082,21085]","PrimitiveType: int [18562,18565]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"FieldDeclaration:VariableDeclarationStatement","ParameterizedType: java.util.Map<Integer,String> [35369,35398]","ParameterizedType: java.util.Map<Integer,String> [16787,16816]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"MethodDeclaration:VariableDeclarationStatement","PrimitiveType: boolean [57806,57813]","PrimitiveType: boolean [15049,15056]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"ClassInstanceCreation:SingleVariableDeclaration","SimpleType: NullPointerException [14717,14737]","SimpleType: testArrayList [7616,7629]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"ClassInstanceCreation:SingleVariableDeclaration","SimpleType: NullPointerException [16206,16226]","SimpleType: testJavaLinkedList [7739,7757]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"FieldDeclaration:ParameterizedType","SimpleType: String [45467,45473]","SimpleType: String [20342,20348]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"ArrayType:VariableDeclarationStatement","PrimitiveType: long [79516,79520]","PrimitiveType: long [59628,59632]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"FieldDeclaration:VariableDeclarationStatement","ParameterizedType: Collection<Integer> [32637,32656]","ParameterizedType: Collection<Integer> [11876,11895]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"ParameterizedType:VariableDeclarationStatement","SimpleType: String [34784,34790]","SimpleType: String [27591,27597]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"FieldDeclaration:VariableDeclarationStatement","ParameterizedType: Collection<Integer> [43715,43734]","ParameterizedType: Collection<Integer> [30031,30050]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"ArrayType:VariableDeclarationStatement","PrimitiveType: long [71614,71618]","PrimitiveType: long [66476,66480]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"FieldDeclaration:VariableDeclarationStatement","ParameterizedType: java.util.Map<String,Integer> [45806,45835]","ParameterizedType: java.util.Map<String,Integer> [33474,33503]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"FieldDeclaration:TypeLiteral","SimpleType: String [45891,45897]","SimpleType: String [27068,27074]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"MethodDeclaration:VariableDeclarationStatement","PrimitiveType: boolean [56928,56935]","PrimitiveType: boolean [15683,15690]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"FieldDeclaration:VariableDeclarationStatement","SimpleType: String [45417,45423]","SimpleType: String [31746,31752]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"FieldDeclaration:VariableDeclarationStatement","ParameterizedType: java.util.Map<Integer,String> [35867,35896]","ParameterizedType: java.util.Map<Integer,String> [17371,17400]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"MethodDeclaration:VariableDeclarationStatement","PrimitiveType: boolean [59375,59382]","PrimitiveType: boolean [14411,14418]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"MethodDeclaration:VariableDeclarationStatement","PrimitiveType: boolean [55718,55725]","PrimitiveType: boolean [16306,16313]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"FieldDeclaration:VariableDeclarationStatement","ParameterizedType: Collection<Integer> [43360,43379]","ParameterizedType: Collection<Integer> [29453,29472]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"FieldDeclaration:TypeLiteral","SimpleType: String [45242,45248]","SimpleType: String [27660,27666]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"FieldDeclaration:TypeLiteral","SimpleType: String [45561,45567]","SimpleType: String [21427,21433]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"ClassInstanceCreation:SingleVariableDeclaration","SimpleType: NullPointerException [7983,8003]","SimpleType: testTrie [6192,6200]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"FieldDeclaration:VariableDeclarationStatement","ParameterizedType: Collection<Integer> [34839,34858]","ParameterizedType: Collection<Integer> [15535,15554]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"TypeLiteral:VariableDeclarationStatement","SimpleType: String [32590,32596]","SimpleType: String [27978,27984]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"FieldDeclaration:VariableDeclarationStatement","ParameterizedType: java.util.Map<String,Integer> [42294,42323]","ParameterizedType: java.util.Map<String,Integer> [27704,27733]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"FieldDeclaration:VariableDeclarationStatement","ParameterizedType: Collection<Integer> [32977,32996]","ParameterizedType: Collection<Integer> [12431,12450]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"MethodDeclaration:VariableDeclarationStatement","PrimitiveType: boolean [46098,46105]","PrimitiveType: boolean [41692,41699]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"MethodDeclaration:VariableDeclarationExpression","PrimitiveType: int [36531,36534]","PrimitiveType: int [35908,35911]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"FieldDeclaration:VariableDeclarationStatement","SimpleType: String [42594,42600]","SimpleType: String [34043,34049]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"FieldDeclaration:VariableDeclarationStatement","SimpleType: String [44411,44417]","SimpleType: String [28241,28247]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"MethodDeclaration:VariableDeclarationStatement","PrimitiveType: boolean [44375,44382]","PrimitiveType: boolean [39051,39058]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"FieldDeclaration:VariableDeclarationStatement","ParameterizedType: Collection<String> [41175,41193]","ParameterizedType: Collection<String> [25925,25943]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"FieldDeclaration:VariableDeclarationStatement","SimpleType: String [32930,32936]","SimpleType: String [12389,12395]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"TypeLiteral:VariableDeclarationStatement","SimpleType: String [37514,37520]","SimpleType: String [32637,32643]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"ClassInstanceCreation:SingleVariableDeclaration","SimpleType: NullPointerException [6499,6519]","SimpleType: testBTree [5701,5710]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"ClassInstanceCreation:SingleVariableDeclaration","SimpleType: NullPointerException [7239,7259]","SimpleType: testBST [5939,5946]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"ParameterizedType:TypeLiteral","SimpleType: Integer [44568,44575]","SimpleType: Integer [32265,32272]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"ClassInstanceCreation:SingleVariableDeclaration","SimpleType: NullPointerException [22194,22214]","SimpleType: testLinkedStack [8782,8797]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"FieldDeclaration:VariableDeclarationStatement","SimpleType: String [43669,43675]","SimpleType: String [29985,29991]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"MethodDeclaration:TypeLiteral","SimpleType: Integer [35455,35462]","SimpleType: String [16858,16864]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"FieldDeclaration:TypeLiteral","SimpleType: String [42381,42387]","SimpleType: String [11832,11838]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"ParameterizedType:VariableDeclarationStatement","SimpleType: String [40114,40120]","SimpleType: String [34513,34519]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"FieldDeclaration:VariableDeclarationStatement","ParameterizedType: Collection<Integer> [43029,43048]","ParameterizedType: Collection<Integer> [28899,28918]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"FieldDeclaration:VariableDeclarationStatement","SimpleType: String [35823,35829]","SimpleType: String [17331,17337]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"MethodDeclaration:VariableDeclarationStatement","PrimitiveType: boolean [61468,61475]","PrimitiveType: boolean [51483,51490]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"FieldDeclaration:VariableDeclarationStatement","ParameterizedType: java.util.Map<String,Integer> [46490,46519]","ParameterizedType: java.util.Map<String,Integer> [34632,34661]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"FieldDeclaration:VariableDeclarationStatement","ParameterizedType: Collection<Integer> [44802,44821]","ParameterizedType: Collection<Integer> [31787,31806]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"SingleVariableDeclaration:VariableDeclarationExpression","PrimitiveType: int [10563,10566]","PrimitiveType: int [10231,10234]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"FieldDeclaration:ParameterizedType","SimpleType: String [42308,42314]","SimpleType: String [13577,13583]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"ClassInstanceCreation:SingleVariableDeclaration","SimpleType: NullPointerException [5748,5768]","SimpleType: testAVLTree [5457,5468]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"MethodDeclaration:VariableDeclarationStatement","PrimitiveType: boolean [45388,45395]","PrimitiveType: boolean [40553,40560]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"FieldDeclaration:VariableDeclarationStatement","SimpleType: String [42250,42256]","SimpleType: String [19797,19803]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"FieldDeclaration:VariableDeclarationStatement","ParameterizedType: Collection<Integer> [41931,41950]","ParameterizedType: Collection<Integer> [27118,27137]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"ArrayType:VariableDeclarationStatement","PrimitiveType: long [62610,62614]","PrimitiveType: long [53168,53172]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"MethodDeclaration:VariableDeclarationStatement","PrimitiveType: boolean [77165,77172]","PrimitiveType: boolean [35104,35111]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"ArrayType:VariableDeclarationStatement","PrimitiveType: long [54944,54948]","PrimitiveType: long [50851,50855]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"FieldDeclaration:VariableDeclarationStatement","ParameterizedType: Collection<Integer> [33326,33345]","ParameterizedType: Collection<Integer> [12998,13017]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"FieldDeclaration:VariableDeclarationStatement","ParameterizedType: Collection<String> [45456,45474]","ParameterizedType: Collection<String> [32901,32919]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"TypeLiteral:VariableDeclarationStatement","SimpleType: String [39138,39144]","SimpleType: String [33746,33752]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"FieldDeclaration:VariableDeclarationStatement","SimpleType: String [46138,46144]","SimpleType: String [31173,31179]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"MethodDeclaration:VariableDeclarationStatement","PrimitiveType: boolean [46686,46693]","PrimitiveType: boolean [42507,42514]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"FieldDeclaration:TypeLiteral","SimpleType: String [46225,46231]","SimpleType: String [23639,23645]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"MethodDeclaration:VariableDeclarationStatement","PrimitiveType: boolean [63242,63249]","PrimitiveType: boolean [57587,57594]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"FieldDeclaration:VariableDeclarationStatement","SimpleType: String [36193,36199]","SimpleType: String [17929,17935]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"FieldDeclaration:VariableDeclarationStatement","SimpleType: String [40765,40771]","SimpleType: String [25292,25298]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"FieldDeclaration:VariableDeclarationStatement","SimpleType: String [41881,41887]","SimpleType: String [34586,34592]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"FieldDeclaration:VariableDeclarationStatement","SimpleType: String [38154,38160]","SimpleType: String [20883,20889]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"ClassInstanceCreation:SingleVariableDeclaration","SimpleType: NullPointerException [19197,19217]","SimpleType: testJavaArrayQueue [8010,8028]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"FieldDeclaration:VariableDeclarationStatement","SimpleType: String [42975,42981]","SimpleType: String [21973,21979]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"FieldDeclaration:VariableDeclarationStatement","SimpleType: String [45764,45770]","SimpleType: String [29409,29415]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"FieldDeclaration:VariableDeclarationStatement","ParameterizedType: Collection<Integer> [40814,40833]","ParameterizedType: Collection<Integer> [25341,25360]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"ClassInstanceCreation:SingleVariableDeclaration","SimpleType: NullPointerException [23698,23718]","SimpleType: testJavaTreeMap [9306,9321]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"MethodDeclaration:ParameterizedType","SimpleType: BinarySearchTree [44656,44672]","SimpleType: String [11506,11512]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
