"ParentTypesPair","First","Second","URL"
"MethodDeclaration:VariableDeclarationFragment","SimpleName: ma [7371,7373]","SimpleName: getMouseAdapter [12513,12528]","https://github.com/languagetool-org/languagetool/commit/01cddc5afb590b4d36cb784637a8ea8aa31d3561"
"MethodInvocation:VariableDeclarationFragment","SimpleName: name [2291,2295]","SimpleName: setPassword [1942,1953]","https://github.com/lealone/Lealone/commit/7a2e0ae5f6172cbe34f9bc4a5cde666314ff75dd"
"MarkerAnnotation:MethodDeclaration","SimpleName: getCharArray [1567,1579]","SimpleName: Override [1480,1488]","https://github.com/lealone/Lealone/commit/7a2e0ae5f6172cbe34f9bc4a5cde666314ff75dd"
"IfStatement:MethodDeclaration","Block [1879,1957]","Block [1549,1771]","https://github.com/libgdx/libgdx/commit/2bd1557bc293cb8c2348374771aad832befbe26f"
"Assignment:MethodInvocation","SimpleName: SyncDLObjectLocalServiceUtil [1500,1528]","SimpleName: type [1575,1579]","https://github.com/liferay/liferay-plugins/commit/7c7ecf4cffda166938efd0ae34830e2979c25c73"
"MethodInvocation:SimpleType","SimpleName: oAuthRequest [2438,2450]","SimpleName: OAuthRequest [2590,2602]","https://github.com/liferay/liferay-plugins/commit/d99695841fa675ea9150602b1132f037093e867d"
"MethodInvocation:SimpleType","SimpleName: renderRequest [2242,2255]","SimpleName: Exception [2699,2708]","https://github.com/liferay/liferay-plugins/commit/d99695841fa675ea9150602b1132f037093e867d"
"PostfixExpression:SimpleType","SimpleName: index [3194,3199]","SimpleName: Object [4016,4022]","https://github.com/mockito/mockito/commit/2d036ecf1d7170b4ec7346579a1ef8904109530a"
"MethodInvocation:SingleVariableDeclaration","SimpleName: type [3137,3141]","SimpleName: arraycopy [3946,3955]","https://github.com/mockito/mockito/commit/2d036ecf1d7170b4ec7346579a1ef8904109530a"
"MethodInvocation:VariableDeclarationFragment","SimpleName: index [3104,3109]","SimpleName: System [3939,3945]","https://github.com/mockito/mockito/commit/2d036ecf1d7170b4ec7346579a1ef8904109530a"
"Assignment:MethodInvocation","SimpleName: type [3205,3209]","SimpleName: size [4065,4069]","https://github.com/mockito/mockito/commit/2d036ecf1d7170b4ec7346579a1ef8904109530a"
"MethodInvocation:ReturnStatement","SimpleName: result [25569,25575]","SimpleName: length [25609,25615]","https://github.com/netty/netty/commit/9d347ffb91f34933edb7b1124f6b70c3fc52e220"
"IfStatement:MethodDeclaration","Block [1661,1955]","Block [4270,4528]","https://github.com/netty/netty/commit/9d347ffb91f34933edb7b1124f6b70c3fc52e220"
"SimpleType:VariableDeclarationFragment","SimpleName: sql [19893,19896]","SimpleName: StringBuilder [22680,22693]","https://github.com/nutzam/nutz/commit/de7efe40dad0f4bb900c4fffa80ed377745532b3"
"ClassInstanceCreation:MethodInvocation","SimpleName: inputTimeMap [4123,4135]","SimpleName: initTimeMap [3748,3759]","https://github.com/openhab/openhab1-addons/commit/f25fa3ae35e4a60a2b7f79a88f14d46ce6cebf55"
"ClassInstanceCreation:MethodInvocation","SimpleName: inputTimeMap [4498,4510]","SimpleName: initTimeMap [4125,4136]","https://github.com/openhab/openhab1-addons/commit/f25fa3ae35e4a60a2b7f79a88f14d46ce6cebf55"
"ClassInstanceCreation:MethodInvocation","SimpleName: inputTimeMap [3998,4010]","SimpleName: getTimeZone [3646,3657]","https://github.com/openhab/openhab1-addons/commit/f25fa3ae35e4a60a2b7f79a88f14d46ce6cebf55"
"ClassInstanceCreation:MethodInvocation","SimpleName: inputTimeMap [4748,4760]","SimpleName: initTimeMap [4506,4517]","https://github.com/openhab/openhab1-addons/commit/f25fa3ae35e4a60a2b7f79a88f14d46ce6cebf55"
"ClassInstanceCreation:MethodInvocation","SimpleName: inputTimeMap [4373,4385]","SimpleName: initTimeMap [3999,4010]","https://github.com/openhab/openhab1-addons/commit/f25fa3ae35e4a60a2b7f79a88f14d46ce6cebf55"
"SimpleType:SuperMethodInvocation","SimpleName: Intent [7574,7580]","SimpleName: onActivityResult [6910,6926]","https://github.com/pockethub/PocketHub/commit/a7401e5091c06c68fae499ea1972b40143c66fa9"
"MethodDeclaration:MethodInvocation","SimpleName: intentList [7371,7381]","SimpleName: onActivityResult [6831,6847]","https://github.com/pockethub/PocketHub/commit/a7401e5091c06c68fae499ea1972b40143c66fa9"
"InfixExpression:MethodInvocation","SimpleName: remove [7623,7629]","SimpleName: WEBVIEW_REQUEST_CODE [6985,7005]","https://github.com/pockethub/PocketHub/commit/a7401e5091c06c68fae499ea1972b40143c66fa9"
"SuperMethodInvocation:VariableDeclarationFragment","SimpleName: chooser [7581,7588]","SimpleName: requestCode [6927,6938]","https://github.com/pockethub/PocketHub/commit/a7401e5091c06c68fae499ea1972b40143c66fa9"
"MethodInvocation:SingleVariableDeclaration","SimpleName: add [7382,7385]","SimpleName: requestCode [6852,6863]","https://github.com/pockethub/PocketHub/commit/a7401e5091c06c68fae499ea1972b40143c66fa9"
"ClassInstanceCreation:SingleVariableDeclaration","SimpleName: newIntent [7404,7413]","SimpleName: data [6888,6892]","https://github.com/pockethub/PocketHub/commit/a7401e5091c06c68fae499ea1972b40143c66fa9"
"InfixExpression:VariableDeclarationFragment","SimpleName: extraIntents [7691,7703]","SimpleName: RESULT_OK [7023,7032]","https://github.com/pockethub/PocketHub/commit/a7401e5091c06c68fae499ea1972b40143c66fa9"
"MethodInvocation:SuperMethodInvocation","SimpleName: Intent [7591,7597]","SimpleName: resultCode [6940,6950]","https://github.com/pockethub/PocketHub/commit/a7401e5091c06c68fae499ea1972b40143c66fa9"
"InfixExpression:MethodInvocation","SimpleName: intentList [7612,7622]","SimpleName: requestCode [6970,6981]","https://github.com/pockethub/PocketHub/commit/a7401e5091c06c68fae499ea1972b40143c66fa9"
"InfixExpression:SimpleType","SimpleName: LabeledIntent [7675,7688]","SimpleName: resultCode [7009,7019]","https://github.com/pockethub/PocketHub/commit/a7401e5091c06c68fae499ea1972b40143c66fa9"
"MethodInvocation:SimpleType","SimpleName: ResolveInfo [7069,7080]","SimpleName: INTENT_EXTRA_URL [6694,6710]","https://github.com/pockethub/PocketHub/commit/a7401e5091c06c68fae499ea1972b40143c66fa9"
"SimpleType:SingleVariableDeclaration","SimpleName: LabeledIntent [7390,7403]","SimpleName: resultCode [6869,6879]","https://github.com/pockethub/PocketHub/commit/a7401e5091c06c68fae499ea1972b40143c66fa9"
"MethodInvocation:SuperMethodInvocation","SimpleName: createChooser [7598,7611]","SimpleName: data [6952,6956]","https://github.com/pockethub/PocketHub/commit/a7401e5091c06c68fae499ea1972b40143c66fa9"
"Assignment:InfixExpression","SimpleName: sketchX [15740,15747]","SimpleName: requestedStart [15977,15991]","https://github.com/processing/processing/commit/8707194f003444a9fb8e00bffa2893ef0c2492c6"
"IfStatement:MethodDeclaration","Block [15650,15994]","Block [15856,16578]","https://github.com/processing/processing/commit/8707194f003444a9fb8e00bffa2893ef0c2492c6"
"MethodDeclaration:MethodInvocation","SimpleName: verifyReceiverSubscribes [18219,18243]","SimpleName: receiveChannelEndpoint [18612,18634]","https://github.com/real-logic/Aeron/commit/35893c115ba23bd62a7036a33390420f074ce660"
"MethodInvocation:SimpleType","SimpleName: verifySenderNotifiedOfNewPublication [15508,15544]","SimpleName: NetworkPublication [15996,16014]","https://github.com/real-logic/Aeron/commit/35893c115ba23bd62a7036a33390420f074ce660"
"MethodInvocation:SimpleType","SimpleName: verifySenderNotifiedOfNewPublication [7618,7654]","SimpleName: NetworkPublication [7541,7559]","https://github.com/real-logic/Aeron/commit/35893c115ba23bd62a7036a33390420f074ce660"
"EnhancedForStatement:MethodDeclaration","Block [6665,7155]","Block [9360,9874]","https://github.com/restlet/restlet-framework-java/commit/7ffe37983e2f09637b0c84d526a2f824de652de4"
"IfStatement:MethodDeclaration","Block [15139,16248]","Block [15548,16351]","https://github.com/robovm/robovm/commit/7837d0baf1aef45340eec699516a8c3a22aeb553"
"MethodInvocation:SimpleType","SimpleName: labelPanel [4862,4872]","SimpleName: ListBox [4821,4828]","https://github.com/rstudio/rstudio/commit/4983f83d1bedb7b737fc56d409c1c06b04e34e4e"
"MethodInvocation:VariableDeclarationFragment","SimpleName: spacer [6556,6562]","SimpleName: verticalSpacer [6720,6734]","https://github.com/rstudio/rstudio/commit/4983f83d1bedb7b737fc56d409c1c06b04e34e4e"
"MethodDeclaration:PrefixExpression","SimpleName: watchDeploymentGroup [2441,2461]","SimpleName: json [2702,2706]","https://github.com/spotify/helios/commit/da39bfeb9c370abe2d86e6e327fade252434090d"
"MethodInvocation:SingleVariableDeclaration","SimpleName: clients [2398,2405]","SimpleName: client [2278,2284]","https://github.com/spotify/helios/commit/da39bfeb9c370abe2d86e6e327fade252434090d"
"MethodInvocation:SimpleType","SimpleName: Target [3129,3135]","SimpleName: full [3236,3240]","https://github.com/spotify/helios/commit/da39bfeb9c370abe2d86e6e327fade252434090d"
"MethodInvocation:SimpleType","SimpleName: TargetAndClient [2570,2585]","SimpleName: DATE_TIME_PATTERN [2672,2689]","https://github.com/spotify/helios/commit/da39bfeb9c370abe2d86e6e327fade252434090d"
"MethodInvocation:SimpleType","SimpleName: PrintStream [2468,2479]","SimpleName: getDest [2526,2533]","https://github.com/spotify/helios/commit/da39bfeb9c370abe2d86e6e327fade252434090d"
"MethodInvocation:SimpleType","SimpleName: out [2348,2351]","SimpleName: Integer [2548,2555]","https://github.com/spotify/helios/commit/da39bfeb9c370abe2d86e6e327fade252434090d"
"MethodInvocation:SimpleType","SimpleName: Optional [3120,3128]","SimpleName: json [3224,3228]","https://github.com/spotify/helios/commit/da39bfeb9c370abe2d86e6e327fade252434090d"
"FieldAccess:MethodInvocation","SimpleName: context [15101,15108]","SimpleName: load [11037,11041]","https://github.com/spring-projects/spring-boot/commit/cb98ee25ff52bf97faebe3f45cdef0ced9b4416e"
"FieldAccess:MethodInvocation","SimpleName: context [17421,17428]","SimpleName: configClasses [13022,13035]","https://github.com/spring-projects/spring-boot/commit/cb98ee25ff52bf97faebe3f45cdef0ced9b4416e"
"MethodInvocation:SimpleType","SimpleName: AnnotationConfigEmbeddedWebApplicationContext [12840,12885]","SimpleName: load [9536,9540]","https://github.com/spring-projects/spring-boot/commit/cb98ee25ff52bf97faebe3f45cdef0ced9b4416e"
"FieldAccess:MethodInvocation","SimpleName: context [17486,17493]","SimpleName: environment [13169,13180]","https://github.com/spring-projects/spring-boot/commit/cb98ee25ff52bf97faebe3f45cdef0ced9b4416e"
"FieldAccess:MethodInvocation","SimpleName: context [15872,15879]","SimpleName: load [11554,11558]","https://github.com/spring-projects/spring-boot/commit/cb98ee25ff52bf97faebe3f45cdef0ced9b4416e"
"MethodInvocation:SimpleType","SimpleName: AnnotationConfigEmbeddedWebApplicationContext [7772,7817]","SimpleName: load [6243,6247]","https://github.com/spring-projects/spring-boot/commit/cb98ee25ff52bf97faebe3f45cdef0ced9b4416e"
"FieldAccess:MethodInvocation","SimpleName: context [14475,14482]","SimpleName: load [10671,10675]","https://github.com/spring-projects/spring-boot/commit/cb98ee25ff52bf97faebe3f45cdef0ced9b4416e"
"MethodInvocation:SimpleType","SimpleName: AnnotationConfigEmbeddedWebApplicationContext [14027,14072]","SimpleName: load [10469,10473]","https://github.com/spring-projects/spring-boot/commit/cb98ee25ff52bf97faebe3f45cdef0ced9b4416e"
"FieldAccess:MethodInvocation","SimpleName: context [16568,16575]","SimpleName: load [11937,11941]","https://github.com/spring-projects/spring-boot/commit/cb98ee25ff52bf97faebe3f45cdef0ced9b4416e"
"FieldAccess:MethodInvocation","SimpleName: context [17253,17260]","SimpleName: addAll [12832,12838]","https://github.com/spring-projects/spring-boot/commit/cb98ee25ff52bf97faebe3f45cdef0ced9b4416e"
"FieldAccess:MethodInvocation","SimpleName: context [7205,7212]","SimpleName: load [6003,6007]","https://github.com/spring-projects/spring-boot/commit/cb98ee25ff52bf97faebe3f45cdef0ced9b4416e"
"FieldAccess:MethodInvocation","SimpleName: context [9171,9178]","SimpleName: load [7062,7066]","https://github.com/spring-projects/spring-boot/commit/cb98ee25ff52bf97faebe3f45cdef0ced9b4416e"
"FieldAccess:MethodInvocation","SimpleName: context [5971,5978]","SimpleName: load [5284,5288]","https://github.com/spring-projects/spring-boot/commit/cb98ee25ff52bf97faebe3f45cdef0ced9b4416e"
"FieldAccess:MethodInvocation","SimpleName: context [4162,4169]","SimpleName: load [4237,4241]","https://github.com/spring-projects/spring-boot/commit/cb98ee25ff52bf97faebe3f45cdef0ced9b4416e"
"MethodInvocation:SimpleType","SimpleName: Config [17270,17276]","SimpleName: asList [12846,12852]","https://github.com/spring-projects/spring-boot/commit/cb98ee25ff52bf97faebe3f45cdef0ced9b4416e"
"FieldAccess:MethodInvocation","SimpleName: context [5275,5282]","SimpleName: load [4842,4846]","https://github.com/spring-projects/spring-boot/commit/cb98ee25ff52bf97faebe3f45cdef0ced9b4416e"
"FieldAccess:MethodInvocation","SimpleName: context [10498,10505]","SimpleName: load [7785,7789]","https://github.com/spring-projects/spring-boot/commit/cb98ee25ff52bf97faebe3f45cdef0ced9b4416e"
"FieldAccess:MethodInvocation","SimpleName: context [4861,4868]","SimpleName: load [4682,4686]","https://github.com/spring-projects/spring-boot/commit/cb98ee25ff52bf97faebe3f45cdef0ced9b4416e"
"FieldAccess:MethodInvocation","SimpleName: context [17083,17090]","SimpleName: load [12198,12202]","https://github.com/spring-projects/spring-boot/commit/cb98ee25ff52bf97faebe3f45cdef0ced9b4416e"
"FieldAccess:MethodInvocation","SimpleName: context [17189,17196]","SimpleName: config [12803,12809]","https://github.com/spring-projects/spring-boot/commit/cb98ee25ff52bf97faebe3f45cdef0ced9b4416e"
"FieldAccess:MethodInvocation","SimpleName: context [6593,6600]","SimpleName: load [5651,5655]","https://github.com/spring-projects/spring-boot/commit/cb98ee25ff52bf97faebe3f45cdef0ced9b4416e"
"IfStatement:MethodDeclaration","Block [5993,6018]","Block [4195,5316]","https://github.com/spring-projects/spring-framework/commit/dd4bc630c3de70204081ab196945d6b55ab03beb"
"MethodDeclaration:SimpleType","SimpleName: doesNotSupportAnythingButTheConfiguredClassForCanReadWithContextClass [2429,2498]","SimpleName: GenericHttpMessageConverter [2169,2196]","https://github.com/spring-projects/spring-hateoas/commit/8bdc57ba8975d851fe91edc908761aacea624766"
"MethodDeclaration:SimpleType","SimpleName: String [2670,2676]","SimpleName: assertCanWrite [2425,2439]","https://github.com/spring-projects/spring-hateoas/commit/8bdc57ba8975d851fe91edc908761aacea624766"
"MarkerAnnotation:MethodDeclaration","SimpleName: Test [2411,2415]","SimpleName: assertCanRead [2155,2168]","https://github.com/spring-projects/spring-hateoas/commit/8bdc57ba8975d851fe91edc908761aacea624766"
"MethodInvocation:SimpleType","SimpleName: ResourceSupport [2614,2629]","SimpleName: expected [2311,2319]","https://github.com/spring-projects/spring-hateoas/commit/8bdc57ba8975d851fe91edc908761aacea624766"
"IfStatement:MethodDeclaration","Block [5264,5369]","Block [3323,3416]","https://github.com/spring-projects/spring-security/commit/fcc9a34356817d93c24b5ccf3107ec234a28b136"
"MethodDeclaration:MethodInvocation","SimpleName: getElement [1506,1516]","SimpleName: getElements [1073,1084]","https://github.com/square/javapoet/commit/5a37c2aa596377cb4c9b6f916614407fd0a7d3db"
"IfStatement:MethodDeclaration","Block [7432,8875]","Block [11802,13041]","https://github.com/wildfly/wildfly/commit/d7675fb0b19d3d22978e79954f441eeefd74a3b2"
"IfStatement:MethodDeclaration","Block [9125,12400]","Block [8792,11671]","https://github.com/wildfly/wildfly/commit/d7675fb0b19d3d22978e79954f441eeefd74a3b2"
"Assignment:MethodInvocation","SimpleName: blogs [10734,10739]","SimpleName: getBlogsForCurrentView [11799,11821]","https://github.com/wordpress-mobile/WordPress-Android/commit/3b95d10985776fb7b710089ff71074fd2bf860ee"
"Assignment:MethodInvocation","SimpleName: blogs [10594,10599]","SimpleName: getAllBlogs [11739,11750]","https://github.com/wordpress-mobile/WordPress-Android/commit/3b95d10985776fb7b710089ff71074fd2bf860ee"
"FieldAccess:MethodInvocation","SimpleName: internalPool [2593,2605]","SimpleName: poolInactive [2588,2600]","https://github.com/xetorthio/jedis/commit/d4b4aecbc69bbd04ba87c4e32a52cff3d129906a"
"MethodDeclaration:TryStatement","Block [2308,2379]","Block [2803,2844]","https://github.com/zeromq/jeromq/commit/02d3fa171d02c9d82c7bdcaeb739f47d0c0006a0"
"Assignment:MethodDeclaration","SimpleName: makeFdPair [2487,2497]","SimpleName: e [2901,2902]","https://github.com/zeromq/jeromq/commit/02d3fa171d02c9d82c7bdcaeb739f47d0c0006a0"
